Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,pfr_id
156,Anthony Wright,BAL,QB,27,7,7,94,178,1199,9,8,28,73,2.61,0,0,0,0,,0,9,3,0,,,69,69.3,83.3,77.3,,34,,WrigAn00
157,Todd Pinkston,PHI,WR,26,16,15,0,0,0,0,0,1,-11,-11.00,0,86,36,575,15.97,2,1,,2,,,68,104.4,107.4,86.4,,66,,PinkTo00
158,Antonio Bryant,DAL,WR,22,16,5,0,0,0,0,0,2,0,0.00,0,83,39,550,14.10,2,0,,2,,,67,106.0,109.0,86.5,,67,,BryaAn00
159,Freddie Mitchell,PHI,WR,25,16,6,1,1,25,1,0,0,0,,0,59,35,498,14.23,2,0,,2,,,67,101.8,104.8,84.3,,69,,MitcFr00
160,James Thrash,PHI,WR,28,16,16,0,0,0,0,0,5,52,10.40,0,92,49,558,11.39,1,0,,1,,,67,116.0,119.0,91.5,,68,,ThraJa00
161,Jamel White,CLE,RB,26,16,3,0,0,0,0,0,70,266,3.80,1,69,46,303,6.59,1,1,1,2,,,67,112.9,119.9,89.9,,45,,WhitJa00
162,Troy Edwards,JAX,WR,26,13,11,0,0,0,0,0,3,-9,-3.00,0,62,35,487,13.91,3,0,,3,,,66,100.8,103.8,83.3,,71,,EdwaTr00
163,Dane Looker,STL,WR,27,16,2,1,1,11,0,0,0,0,,0,75,47,495,10.53,3,1,1,3,,,66,112.9,116.9,89.4,,70,,LookDa00
164,Kyle Boller,BAL,QB,22,11,9,116,224,1260,7,9,30,62,2.07,0,1,0,0,,0,9,5,0,,4,65,64.6,81.6,73.6,,37,,BollKy00
165,Donte' Stallworth,NOR,WR,23,11,3,0,0,0,0,0,1,3,3.00,0,55,25,485,19.40,3,3,1,3,,,65,89.8,93.8,77.3,,72,,StalDo00
166,Jeremy Shockey*,NYG,TE,23,9,9,0,0,0,0,0,0,0,,0,70,48,535,11.15,2,1,1,2,,,64,111.5,115.5,87.5,,12,,ShocJe00
167,Troy Walters,IND,WR,27,15,4,0,0,0,0,0,1,6,6.00,0,52,36,456,12.67,3,0,,3,,,64,100.2,103.2,82.2,,73,,WaltTr00
168,William Green,CLE,RB,24,7,7,0,0,0,0,0,142,559,3.94,1,14,10,50,5.00,0,5,2,1,,,63,72.9,77.9,67.9,,46,,GreeWi01
169,Rick Mirer,OAK,QB,33,9,8,116,221,1267,3,5,20,83,4.15,1,0,0,0,,0,4,2,1,,,63,63.0,73.0,68.0,,38,,MireRi00
170,Ricky Proehl,CAR,WR,35,16,2,0,0,0,0,0,0,0,,0,52,27,389,14.41,4,0,,4,,,63,89.9,92.9,76.4,,74,,ProeRi00
171,Michael Vick,ATL,QB,23,5,4,50,100,585,4,3,40,255,6.38,1,0,0,0,,0,4,1,1,,,63,62.9,72.9,65.9,,39,,VickMi00
172,Anthony Becht,NYJ,TE,26,16,16,0,0,0,0,0,0,0,,0,58,40,356,8.90,4,1,,4,1,,62,101.6,104.6,81.6,,14,,BechAn00
173,Michael Bennett,MIN,RB,25,8,7,0,0,0,0,0,90,447,4.97,1,14,12,132,11.00,0,2,1,1,,,62,73.9,80.9,67.9,,47,,BennMi00
174,James Jackson,CLE,RB,27,12,6,0,0,0,0,0,102,382,3.75,3,18,14,114,8.14,0,3,3,3,,,62,75.6,84.6,68.6,,48,,JackJa00
175,Erron Kinney,TEN,TE,26,16,16,0,0,0,0,0,0,0,,0,58,41,381,9.29,3,1,,4,,,62,103.1,106.1,82.6,,13,,KinnEr00
176,Mike Anderson,DEN,RB,30,12,5,0,0,0,0,0,70,257,3.67,3,15,12,53,4.42,2,2,,5,,,61,73.0,76.0,67.0,,49,,AndeMi00
177,Zack Crockett,OAK,FB,31,16,7,0,0,0,0,0,48,145,3.02,7,12,7,53,7.57,0,1,1,7,,,60,66.8,70.8,63.3,,50,,CrocZa00
178,Tony Fisher,GNB,RB,24,15,0,0,0,0,0,0,40,200,5.00,1,25,21,206,9.81,2,0,,3,,,59,79.6,85.6,69.1,,51,,FishTo00
179,Antwaan Randle El,PIT,WR,24,16,1,3,4,6,0,0,15,75,5.00,0,56,37,364,9.84,1,5,2,3,,,58,95.1,100.1,76.6,,75,,RandAn00
180,Tim Rattay,SFO,QB,26,11,3,73,118,856,7,2,8,0,0.00,0,0,0,0,,0,0,,0,,,58,58.2,63.2,60.2,,40,,RattTi00
181,Olandis Gary,DET,RB,28,13,1,0,0,0,0,0,113,384,3.40,2,22,13,69,5.31,0,1,,2,,,57,70.3,73.3,63.8,,52,,GaryOl00
182,Charles Lee,TAM,WR,26,8,5,0,0,0,0,0,2,14,7.00,0,46,33,432,13.09,2,0,,2,,,57,89.6,92.6,73.1,,77,,LeexCh00
183,Cedrick Wilson,SFO,WR,25,16,4,1,1,6,0,0,1,-4,-4.00,0,63,35,396,11.31,2,1,,3,,,57,92.4,95.4,74.9,,76,,WilsCe00
184,Nate Burleson,MIN,WR,22,16,9,0,0,0,0,0,0,0,,0,57,29,455,15.69,2,1,1,2,,,56,84.5,88.5,70.0,,79,,BurlNa00
185,Tyrone Calico,TEN,WR,23,14,2,0,0,0,0,0,1,5,5.00,0,43,18,297,16.50,4,0,,4,1,,56,74.2,77.2,65.2,,78,,CaliTy00
186,Najeh Davenport,GNB,RB,24,15,0,0,0,0,0,0,77,420,5.45,2,10,6,38,6.33,0,4,1,2,,,56,61.8,65.8,58.8,,53,,DaveNa00
187,Arlen Harris,STL,RB,23,16,2,0,0,0,0,0,85,255,3.00,4,19,15,102,6.80,0,3,2,4,,,56,70.7,78.7,63.2,,54,,HarrAr00
188,Mikhael Ricks,DET,TE,29,16,6,0,0,0,0,0,0,0,,0,61,37,434,11.73,2,0,,2,,,55,92.4,95.4,73.9,,15,,RickMi00
189,Ladell Betts,WAS,RB,24,9,1,0,0,0,0,0,77,255,3.31,2,23,15,167,11.13,0,0,,2,,,54,69.2,75.2,61.7,,55,,BettLa00
190,Jabar Gaffney,HOU,WR,23,16,11,0,1,0,0,0,1,13,13.00,0,57,34,402,11.82,2,0,,2,,,54,87.5,90.5,70.5,,82,,GaffJa00
191,James McKnight,MIA,WR,31,15,1,0,0,0,0,0,2,75,37.50,1,43,23,285,12.39,2,1,,3,,,54,77.0,80.0,65.5,,81,,McKnJa00
192,Billy Miller,HOU,TE,26,16,6,0,0,0,0,0,0,0,,0,65,40,355,8.88,3,0,,3,,,54,93.5,96.5,73.5,,16,,MillBi00
193,Kelley Washington,CIN,WR,24,16,3,0,0,0,0,0,1,5,5.00,0,47,22,299,13.59,4,0,,4,,,54,76.4,79.4,65.4,,80,,WashKe00
194,Gus Frerotte,MIN,QB,32,16,2,38,65,690,7,2,12,-2,-0.17,0,0,0,0,,0,2,,0,,1,53,53.4,58.4,55.4,,41,,FrerGu00
195,LaMont Jordan,NYJ,RB,25,16,0,0,0,0,0,0,46,190,4.13,4,13,11,101,9.18,0,0,,4,,,53,64.1,70.1,58.6,,56,,JordLa00
196,Bubba Franks*,GNB,TE,25,16,15,0,0,0,0,0,0,0,,0,44,30,241,8.03,4,0,,4,2,,52,82.1,85.1,67.1,,17,,FranBu00
197,Bill Schroeder,DET,WR,32,16,13,0,1,0,0,0,0,0,,0,80,36,397,11.03,2,0,,2,,,52,87.7,90.7,69.7,,83,,SchrBi00
198,Desmond Clark,CHI,TE,26,15,15,0,0,0,0,0,0,0,,0,71,44,433,9.84,2,2,2,2,,,51,95.3,100.3,73.3,,18,,ClarDe00
199,Chester Taylor,BAL,RB,24,16,1,0,0,0,0,0,63,276,4.38,2,27,20,132,6.60,0,3,1,2,,,51,70.8,77.8,60.8,,58,,TaylCh01
200,LaBrandon Toefield,JAX,RB,23,16,0,1,2,32,0,0,53,212,4.00,2,16,14,105,7.50,1,0,,3,,,51,65.0,71.0,58.0,,57,,ToefLa00
201,Chad Morton,WAS,RB,26,15,2,0,0,0,0,0,48,216,4.50,0,26,15,187,12.47,1,1,1,2,,,50,65.3,72.3,57.8,,59,,MortCh00
202,Jerald Sowell,NYJ,FB,29,16,16,0,0,0,0,0,1,2,2.00,0,60,47,436,9.28,1,0,,1,,,50,96.8,99.8,73.3,,60,,SoweJe00
203,Jed Weaver,SFO,TE,27,16,15,0,0,0,0,0,0,0,,0,53,35,437,12.49,1,1,,1,,,50,84.7,87.7,67.2,,19,,WeavJe00
204,Brian Finneran,ATL,WR,27,12,10,0,0,0,0,0,0,0,,0,54,26,368,14.15,2,0,,2,,,49,74.8,77.8,61.8,,84,,FinnBr00
205,Antonio Gates,SDG,TE,23,15,11,0,0,0,0,0,0,0,,0,42,24,389,16.21,2,1,1,2,,,49,72.9,76.9,60.9,,20,,GateAn00
206,Stacey Mack,HOU,RB,28,8,5,0,1,0,0,1,93,253,2.72,4,12,9,55,6.11,0,2,2,4,,,49,57.8,63.8,54.3,,61,,MackSt00
207,Aveion Cason,DAL,RB,24,10,0,1,1,37,0,0,40,220,5.50,2,20,17,142,8.35,0,2,1,2,,,48,64.7,71.7,56.2,,63,,CasoAv00
208,Bryant Johnson,ARI,WR,22,15,8,0,0,0,0,0,0,0,,0,77,35,438,12.51,1,1,1,1,,,48,82.8,86.8,65.3,,85,,JohnBr02
209,Emmitt Smith,ARI,RB,34,10,5,0,0,0,0,0,90,256,2.84,2,19,14,107,7.64,0,2,,2,,,48,62.3,68.3,55.3,,62,,SmitEm00
210,Scotty Anderson,DET,WR,24,9,0,0,0,0,0,0,0,0,,0,31,17,325,19.12,2,0,,2,1,,47,63.5,66.5,55.0,,86,,AndeSc00
211,Derrick Blaylock,KAN,RB,24,16,0,0,0,0,0,0,22,112,5.09,2,22,15,181,12.07,1,1,,3,,,47,62.3,68.3,54.8,,64,,BlayDe00
212,Tim Hasselbeck,WAS,QB,25,7,5,95,177,1012,5,7,15,41,2.73,0,1,0,0,,0,3,2,0,,,47,46.6,58.6,53.6,,42,,HassTi00
213,Chris Chandler,CHI,QB,38,8,6,107,192,1050,3,7,14,35,2.50,0,0,0,0,,0,4,,0,1,,46,45.5,55.5,52.5,,43,,ChanCh00
214,Eric Parker,SDG,WR,24,8,4,0,0,0,0,0,3,21,7.00,0,31,18,244,13.56,3,1,,3,,,45,62.5,65.5,53.5,,87,,ParkEr00
215,Matt Schobel,CIN,TE,25,15,1,0,0,0,0,0,0,0,,0,30,24,332,13.83,2,2,,2,,,45,69.2,72.2,57.2,,21,,SchoMa00
216,Ricky Williams,IND,RB,25,13,4,0,0,0,0,0,48,155,3.23,2,29,22,157,7.14,1,2,2,3,,,45,67.2,75.2,56.2,,65,,WillRi01
217,Tony Banks,HOU,QB,30,7,3,61,102,693,5,3,6,27,4.50,0,0,0,0,,0,1,,0,,,44,44.4,50.4,47.4,,44,,BankTo00
218,Justin Gage,CHI,WR,22,10,3,0,0,0,0,0,0,0,,0,35,17,338,19.88,2,1,1,2,,,44,60.8,64.8,52.3,,89,,GageJu00
219,Robert Holcombe,TEN,FB,28,15,0,0,0,0,0,0,63,201,3.19,1,25,19,121,6.37,1,2,1,2,1,,44,63.2,70.2,53.7,,66,,HolcRo00
220,Charles Rogers,DET,WR,22,5,5,0,0,0,0,0,2,17,8.50,0,52,22,243,11.05,3,0,,3,,,44,66.0,69.0,55.0,,88,,RogeCh01
221,Mike Cloud,NWE,RB,28,5,1,0,0,0,0,0,27,118,4.37,5,2,1,8,8.00,0,0,,5,,,43,43.6,46.6,43.1,,68,,ClouMi00
222,Mack Strong,SEA,FB,32,16,9,0,0,0,0,0,37,174,4.70,1,33,29,216,7.45,0,1,1,1,,,43,72.0,79.0,57.5,,67,,StroMa00
223,David Terrell,CHI,WR,24,16,7,0,0,0,0,0,1,4,4.00,0,84,43,361,8.40,1,1,,1,,,43,85.5,88.5,64.0,,90,,TerrDa00
224,Lamar Gordon,STL,RB,23,10,4,0,0,0,0,0,71,298,4.20,1,13,8,59,7.38,0,1,,1,,,42,49.7,52.7,45.7,,69,,GordLa00
225,Dorsey Levens,NYG,RB,33,11,0,0,0,0,0,0,68,197,2.90,3,7,5,39,7.80,0,0,,3,,,42,46.6,49.6,44.1,,70,,LeveDo00
226,Ernie Conwell,NOR,TE,31,10,10,0,0,0,0,0,0,0,,0,44,26,290,11.15,2,1,,2,,,41,67.0,70.0,54.0,,22,,ConwEr00
227,Christian Fauria,NWE,TE,32,16,12,0,0,0,0,0,0,0,,0,45,28,285,10.18,2,0,,2,,,41,68.5,71.5,54.5,,24,,FaurCh00
228,Justin Griffith,ATL,FB,23,16,11,0,0,0,0,0,38,168,4.42,0,34,21,122,5.81,2,0,,2,,,41,62.0,68.0,51.5,,71,,GrifJu00
229,Jerry Porter,OAK,WR,25,10,1,0,0,0,0,0,1,10,10.00,0,57,28,361,12.89,1,1,1,1,,,41,69.1,73.1,55.1,,91,,PortJe00
230,Jason Witten,DAL,TE,21,15,7,0,0,0,0,0,0,0,,0,54,35,347,9.91,1,0,,1,,,41,75.7,78.7,58.2,,23,,WittJa00
231,Mark Campbell,BUF,TE,28,16,11,0,0,0,0,0,0,0,,0,50,34,339,9.97,1,0,,1,,,40,73.9,76.9,56.9,,26,,CampMa00
232,Dallas Clark,IND,TE,24,10,10,0,0,0,0,0,0,0,,0,42,29,340,11.72,1,0,,1,,,40,69.0,72.0,54.5,,25,,ClarDa00
233,Kassim Osgood,SDG,WR,23,16,2,0,0,0,0,0,0,0,,0,33,13,278,21.38,2,0,,2,,,40,52.8,55.8,46.3,,92,,OsgoKa00
234,Billy Volek,TEN,QB,27,7,1,44,69,545,4,1,11,4,0.36,1,0,0,0,,0,1,1,1,,,40,40.2,45.2,41.2,,45,,VoleBi00
235,Quentin Griffin,DEN,RB,22,10,1,0,0,0,0,0,94,345,3.67,0,11,8,61,7.63,0,3,1,0,,,39,46.6,50.6,42.6,,74,,GrifQu00
236,William Henderson,GNB,FB,32,16,12,0,0,0,0,0,0,0,,0,34,24,214,8.92,3,0,,3,,,39,63.4,66.4,51.4,,72,,HendWi00
237,Brandon Stokley,IND,WR,27,6,3,0,0,0,0,0,0,0,,0,32,22,211,9.59,3,0,,3,,,39,61.1,64.1,50.1,,93,,StokBr00
238,Lee Suggs,CLE,RB,23,7,0,0,0,0,0,0,56,289,5.16,2,4,2,0,0.00,0,2,1,2,,,39,40.9,44.9,39.9,,73,,SuggLe00
239,Bethel Johnson,NWE,WR,24,15,5,0,0,0,0,0,1,-12,-12.00,0,34,16,209,13.06,2,0,,3,,,38,53.7,56.7,45.7,,94,,JohnBe00
240,Cory Schlesinger,DET,FB,31,16,10,0,0,0,0,0,9,16,1.78,0,49,34,247,7.26,2,0,,2,,,38,72.3,75.3,55.3,,75,,SchlCo00
241,L.J. Smith,PHI,TE,23,15,5,0,0,0,0,0,0,0,,0,46,27,321,11.89,1,1,,1,,,38,65.1,68.1,51.6,,27,,SmitL.00
242,Brandon Bennett,CIN,RB,30,16,0,0,0,0,0,0,56,173,3.09,0,32,25,176,7.04,1,2,2,1,,,37,61.9,69.9,49.4,,76,,BennBr00
243,Brandon Manumaleuna,STL,TE,23,16,15,0,0,0,0,0,4,15,3.75,0,45,29,238,8.21,2,0,,2,,,37,66.3,69.3,51.8,,28,,ManuBr00
244,Derrius Thompson,MIA,WR,26,16,12,0,0,0,0,0,0,0,,0,59,26,359,13.81,0,0,,0,,,36,61.9,64.9,48.9,,95,,ThomDe00
245,Wayne Chrebet,NYJ,WR,30,7,5,0,0,0,0,0,0,0,,0,44,27,289,10.70,1,0,,1,,,35,61.9,64.9,48.4,,97,,ChreWa00
246,Brock Forsey,CHI,RB,23,9,2,0,0,0,0,0,50,191,3.82,2,5,3,37,12.33,0,0,,2,,,35,37.8,40.8,36.3,,77,,ForsBr00
247,Chad Lewis,PHI,TE,32,16,14,0,0,0,0,0,0,0,,0,40,23,293,12.74,1,0,,1,,,35,58.3,61.3,46.8,,29,,LewiCh00
248,Brandon Lloyd,SFO,WR,22,16,1,0,0,0,0,0,0,0,,0,30,14,212,15.14,2,0,,2,1,,35,49.2,52.2,42.2,,96,,LloyBr00
249,Brian Griese,MIA,QB,28,5,5,74,130,813,5,6,5,15,3.00,0,0,0,0,,0,4,4,0,,,34,34.0,47.0,40.0,,46,,GrieBr00
250,Terry Jones,BAL,TE,24,16,13,0,0,0,0,0,0,0,,0,25,19,159,8.37,3,0,,3,,,34,52.9,55.9,43.4,,30,,JoneTe00
251,Mark Brunell,JAX,QB,33,3,3,54,82,484,2,0,8,19,2.38,1,0,0,0,,0,1,1,1,,,33,33.3,37.3,33.3,,47,,BrunMa00
252,Bryan Gilmore,ARI,WR,25,14,10,0,0,0,0,0,1,0,0.00,0,45,17,208,12.24,2,0,,2,,,33,49.8,52.8,41.3,,98,,GilmBr00
253,Maurice Morris,SEA,RB,24,16,1,0,0,0,0,0,38,239,6.29,0,6,4,32,8.00,1,2,,1,,,33,37.1,40.1,35.1,,78,,MorrMa00
254,Matthew Hatchette,JAX,WR,29,6,4,0,0,0,0,0,0,0,,0,28,15,203,13.53,2,0,,2,,,32,47.3,50.3,39.8,,99,,HatcMa00
255,Tim Carter,NYG,WR,24,12,2,0,0,0,0,0,0,0,,0,52,26,309,11.88,0,0,,0,,,31,56.9,59.9,43.9,,100,,CartTi00
256,Doug Jolley,OAK,TE,24,15,9,0,0,0,0,0,0,0,,0,54,31,250,8.06,1,0,,1,,,31,62.0,65.0,46.5,,31,,JollDo00
257,Kyle Brady,JAX,TE,31,16,15,0,0,0,0,0,0,0,,0,46,29,281,9.69,1,3,2,1,,,30,59.1,64.1,44.6,,33,,BradKy00
258,Ken Dilger,TAM,TE,32,15,15,0,0,0,0,0,0,0,,0,41,22,244,11.09,1,1,,1,,,30,52.4,55.4,41.4,,32,,DilgKe00
259,Chris Doering,PIT,WR,30,16,0,0,0,0,0,0,0,0,,0,30,18,240,13.33,1,0,,1,,,30,48.0,51.0,39.0,,101,,DoerCh00
260,Stanley Pritchett,CHI,FB,30,16,11,0,0,0,0,0,21,93,4.43,2,27,18,83,4.61,0,0,,2,,,30,47.6,47.6,38.6,,79,,PritSt00
261,Frank Wycheck,TEN,TE,32,10,6,0,0,0,0,0,0,0,,0,29,17,165,9.71,2,0,,2,,,29,45.5,48.5,37.0,,34,,WychFr00
262,Mike Alstott,TAM,FB,30,4,3,0,0,0,0,0,27,77,2.85,2,12,10,83,8.30,0,0,,2,,,28,38.0,38.0,33.0,,81,,AlstMi00
263,Chris Brown,TEN,RB,22,11,0,0,0,0,0,0,56,221,3.95,0,9,8,61,7.63,0,1,,0,,,28,36.2,39.2,32.2,,80,,BrowCh03
264,Marc Edwards,JAX,FB,29,16,16,0,0,0,0,0,7,13,1.86,1,43,31,226,7.29,0,0,1,1,,,28,58.9,62.9,43.4,,82,,EdwaMa00
265,Casey Fitzsimmons,DET,TE,23,16,11,0,0,0,0,0,0,0,,0,40,23,160,6.96,2,0,,2,,,28,51.0,54.0,39.5,,36,,FitzCa00
266,Dominic Rhodes,IND,RB,24,11,0,0,0,0,0,0,37,157,4.24,0,7,6,62,10.33,1,0,,1,,,28,33.9,36.9,30.9,,83,,RhodDo00
267,Wesley Walls,GNB,TE,37,14,1,0,0,0,0,0,0,0,,0,33,20,222,11.10,1,0,,1,,,28,48.2,51.2,38.2,,35,,WallWe00
268,Fred Beasley*,SFO,FB,29,16,11,0,0,0,0,0,17,24,1.41,0,28,19,184,9.68,1,0,,1,,,27,45.8,48.8,36.3,,84,,BeasFr00
269,Michael Lewis,NOR,WR,32,13,1,0,0,0,0,0,1,2,2.00,0,25,12,226,18.83,1,2,1,1,,,27,38.8,42.8,32.8,,102,,LewiMi00
270,Travis Minor,MIA,RB,24,16,0,0,0,0,0,0,41,193,4.71,1,5,4,13,3.25,0,0,,1,,,27,30.6,33.6,28.6,,86,,MinoTr00
271,Jon Ritchie,PHI,FB,29,16,7,0,0,0,0,0,1,1,1.00,0,26,17,86,5.06,3,0,,3,,,27,43.7,43.7,35.2,,85,,RitcJo00
272,George Wrighster,JAX,TE,22,15,1,0,0,0,0,0,0,0,,0,20,13,150,11.54,2,0,,2,,,27,40.0,43.0,33.5,,37,,WrigGe00
273,Dan Campbell,DAL,TE,27,16,16,0,0,0,0,0,0,0,,0,30,20,195,9.75,1,0,,1,,,26,45.5,48.5,35.5,,38,,CampDa00
274,Tim Dwight,SDG,WR,28,9,3,0,0,0,0,0,9,88,9.78,0,31,14,193,13.79,0,1,1,0,,,26,40.1,44.1,33.1,,103,,DwigTi00
275,Jesse Palmer,NYG,QB,25,6,3,60,116,532,3,4,4,23,5.75,0,0,0,0,,0,2,1,0,,,26,25.6,33.6,29.6,,48,,PalmJe00
276,Larry Centers,NWE,FB,35,9,3,0,0,0,0,0,21,82,3.90,0,34,19,106,5.58,1,0,,1,,,25,43.8,46.8,34.3,,87,,CentLa00
277,Jeremi Johnson,CIN,FB,23,16,13,0,0,0,0,0,15,41,2.73,1,20,15,82,5.47,1,0,,2,,,24,39.3,39.3,31.8,,88,,JohnJe00
278,Joe Jurevicius,TAM,WR,29,5,2,0,0,0,0,0,0,0,,0,24,12,118,9.83,2,0,,2,,,24,35.8,38.8,29.8,,104,,JureJo00
279,Nate Poole,ARI,WR,26,15,1,0,0,0,0,0,0,0,,0,19,13,177,13.62,1,0,,1,,,24,36.7,39.7,30.2,,105,,PoolNa01
280,Nick Goings,CAR,RB,25,15,0,0,0,0,0,0,10,69,6.90,0,14,12,97,8.08,1,0,,1,,,23,34.6,34.6,28.6,,91,,GoinNi00
281,Rex Grossman,CHI,QB,23,3,3,38,72,437,2,1,3,-1,-0.33,0,0,0,0,,0,3,,0,,,23,23.4,27.4,24.4,,49,,GrosRe00
282,Sammy Morris,BUF,RB,26,9,0,0,0,0,0,0,19,70,3.68,1,17,14,100,7.14,0,0,,1,,,23,37.0,40.0,30.0,,90,,MorrSa00
283,Aaron Stecker,TAM,RB,28,16,1,0,0,0,0,0,37,125,3.38,0,12,9,48,5.33,1,1,,1,,,23,32.3,35.3,27.8,,89,,StecAa00
284,Reuben Droughns,DEN,RB,25,15,4,0,0,0,0,0,6,14,2.33,0,12,9,87,9.67,2,0,,2,,,22,31.1,31.1,26.6,,92,,DrouRe00
285,Jason Dunn,KAN,TE,30,16,4,0,0,0,0,0,0,0,,0,8,5,35,7.00,3,0,,3,,,22,26.5,26.5,24.0,,39,,DunnJa00
286,Jimmy Farris,ATL,WR,25,16,0,0,0,0,0,0,0,0,,0,15,6,100,16.67,2,0,,2,,,22,28.0,31.0,25.0,,106,,FarrJi00
287,D'Wayne Bates,MIN,WR,28,10,8,0,0,0,0,0,0,0,,0,29,15,151,10.07,1,0,,1,,,21,36.1,39.1,28.6,,108,,BateDW00
288,Jonathan Carter,NYJ,WR,24,9,0,0,0,0,0,0,0,0,,0,6,4,93,23.25,1,0,,2,,,21,25.3,25.3,23.3,,107,,CartJo01
289,Chris Fuamatu-Ma'afala,JAX,RB,26,13,0,0,0,0,0,0,35,144,4.11,1,2,1,2,2.00,0,0,,1,,,21,21.6,24.6,21.1,,93,,FuamCh00
290,Patrick Johnson,WAS,WR,27,16,2,0,0,0,0,0,0,0,,0,28,15,170,11.33,1,2,1,1,,,21,36.0,40.0,28.5,,109,,JohnPa00
291,Tony Stewart,CIN,TE,24,16,7,0,0,0,0,0,0,0,,0,33,21,212,10.10,0,0,,0,,,21,42.2,45.2,31.7,,40,,StewTo00
292,Dan Kreider,PIT,FB,26,16,12,0,0,0,0,0,7,29,4.14,1,24,9,107,11.89,0,0,,1,,,20,28.6,31.6,24.1,,95,,KreiDa00
293,Kris Mangum,CAR,TE,30,16,11,0,0,0,0,0,0,0,,0,29,17,199,11.71,0,0,,0,,,20,36.9,39.9,28.4,,42,,MangKr00
294,David Martin,GNB,TE,24,16,3,0,0,0,0,0,0,0,,0,17,13,79,6.08,2,0,,2,,,20,32.9,32.9,26.4,,43,,MartDa00
295,Ed McCaffrey,DEN,WR,35,12,7,0,0,0,0,0,0,0,,0,34,19,195,10.26,0,0,,0,,,20,38.5,41.5,29.0,,112,,McCaEd00
296,Dave Moore,BUF,TE,34,15,6,0,0,0,0,0,0,0,,0,18,7,82,11.71,2,1,,2,,,20,27.2,27.2,23.7,,41,,MoorDa00
297,James Mungro,IND,RB,25,7,0,0,0,0,0,0,24,60,2.50,2,5,1,-4,-4.00,0,0,,2,1,,20,20.6,20.6,20.1,,96,,MungJa00
298,Alan Ricard,BAL,FB,26,16,13,0,0,0,0,0,19,79,4.16,0,15,9,62,6.89,0,0,,1,,,20,29.1,29.1,24.6,,94,,RicaAl00
299,Jay Riemersma,PIT,TE,30,11,7,0,0,0,0,0,0,0,,0,23,10,138,13.80,1,0,,1,,,20,29.8,32.8,24.8,,44,,RiemJa00
300,David Tyree,NYG,WR,23,16,3,0,0,0,0,0,1,-9,-9.00,0,31,16,211,13.19,0,0,,0,,,20,36.2,39.2,28.2,,111,,TyreDa00
301,Alvis Whitted,OAK,WR,29,16,2,0,0,0,0,0,6,37,6.17,0,24,7,106,15.14,1,0,,1,,,20,27.3,30.3,23.8,,110,,WhitAl00
302,Justin Fargas,OAK,RB,23,10,1,0,0,0,0,0,40,203,5.08,0,3,2,2,1.00,0,1,1,0,,,19,20.5,24.5,19.5,,97,,FargJu00
303,Teyo Johnson,OAK,TE,22,16,5,0,0,0,0,0,0,0,,0,22,14,128,9.14,1,0,,1,,,19,32.8,35.8,25.8,,46,,JohnTe00
304,Justin Peelle,SDG,TE,24,15,9,0,0,0,0,0,0,0,,0,25,16,133,8.31,1,0,,1,,,19,35.3,38.3,27.3,,45,,PeelJu00
305,Reggie Swinton,2TM,WR,28,12,1,0,0,0,0,0,3,11,3.67,0,16,9,100,11.11,0,4,2,2,,,19,28.1,33.1,23.6,,113,,SwinRe00
306,Todd Yoder,TAM,TE,25,16,1,0,0,0,0,0,0,0,,0,11,7,68,9.71,2,0,,2,,,19,25.8,25.8,22.3,,47,,YodeTo00
307,Joe Burns,BUF,RB,24,16,1,0,0,0,0,0,39,113,2.90,0,9,7,62,8.86,0,1,,0,,,18,24.5,27.5,21.0,,101,,BurnJo00
308,Jameel Cook,TAM,FB,24,14,8,0,0,0,0,0,1,-1,-1.00,0,30,20,120,6.00,1,0,,1,,,18,37.9,40.9,27.9,,100,,CookJa00
309,Keith Heinrich,CLE,TE,24,7,3,0,0,0,0,0,0,0,,0,9,8,64,8.00,2,0,,2,,,18,26.4,26.4,22.4,,48,,HeinKe00
310,James Hodgins,ARI,FB,26,16,8,0,0,0,0,0,2,6,3.00,0,19,14,58,4.14,2,1,,2,,,18,32.4,32.4,25.4,,98,,HodgJa00
311,Rob Konrad,MIA,FB,27,14,12,0,0,0,0,0,4,17,4.25,0,19,16,166,10.38,0,0,,0,,,18,34.3,37.3,26.3,,99,,KonrRo00
312,Visanthe Shiancoe,NYG,TE,23,16,7,0,0,0,0,0,0,0,,0,23,10,56,5.60,2,0,,2,,,18,27.6,27.6,22.6,,49,,ShiaVi00
313,Aaron Walker,SFO,TE,23,16,2,0,0,0,0,0,0,0,,0,13,8,116,14.50,1,0,,1,,,18,25.6,28.6,21.6,,50,,WalkAa00
314,Cortez Hankton,JAX,WR,22,16,0,0,0,0,0,0,0,0,,0,41,17,166,9.76,0,0,,0,,,17,33.6,36.6,25.1,,115,,HankCo00
315,Donald Lee,MIA,TE,23,16,5,0,0,0,0,0,0,0,,0,11,7,110,15.71,1,0,,1,,,17,24.0,27.0,20.5,,51,,LeexDo00
316,Jermaine Lewis,JAX,WR,29,2,0,0,0,0,0,0,1,6,6.00,0,4,4,100,25.00,1,0,,1,,,17,20.6,23.6,18.6,,116,,LewiJe00
