Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,pfr_id
429,Travis Jervey,ATL,RB,30,6,0,0,0,0,0,0,10,17,1.70,0,0,0,0,,0,1,,0,,,2,1.7,1.7,1.7,,138,,JervTr00
430,Curtis Keaton,NOR,RB,26,6,0,0,0,0,0,0,12,19,1.58,0,0,0,0,,0,1,,0,,,2,1.9,1.9,1.9,,137,,KeatCu00
431,Mike Lucky,DAL,TE,27,16,0,0,0,0,0,0,0,0,,0,3,1,22,22.00,0,0,,0,,,2,3.2,3.2,2.7,,80,,LuckMi00
432,Joe Montgomery,CAR,RB,26,3,0,0,0,0,0,0,7,20,2.86,0,0,0,0,,0,0,,0,,,2,2.0,2.0,2.0,,135,,MontJo00
433,Yo Murphy,STL,WR,29,11,1,0,0,0,0,0,0,0,,0,6,5,23,4.60,0,0,,0,,,2,7.3,7.3,4.8,,152,,MurpYo00
434,Justin Peelle,SDG,TE,23,15,2,0,0,0,0,0,0,0,,0,7,3,15,5.00,0,0,,0,,,2,4.5,4.5,3.0,,82,,PeelJu00
435,Terrelle Smith,NOR,FB,24,16,8,0,0,0,0,0,5,11,2.20,0,13,9,30,3.33,0,1,1,0,,,2,11.1,12.1,6.6,,134,,SmitTe00
436,Chris Weinke,CAR,QB,30,6,1,17,38,180,0,3,5,9,1.80,0,0,0,0,,0,0,,0,,,2,2.1,5.1,5.1,,63,,WeinCh00
437,Chris Baker,NYJ,TE,23,12,1,0,0,0,0,0,0,0,,0,3,2,14,7.00,0,0,,0,,,1,3.4,3.4,2.4,,83,,BakeCh00
438,Eddie Berlin,TEN,WR,24,16,0,0,0,0,0,0,0,0,,0,1,1,14,14.00,0,0,,0,,,1,2.4,2.4,1.9,,154,,BerlEd00
439,Joe Burns,BUF,RB,23,10,0,0,0,0,0,0,5,7,1.40,0,0,0,0,,0,0,,0,,,1,0.7,0.7,0.7,,143,,BurnJo00
440,Bryan Gilmore,ARI,WR,24,7,0,0,0,0,0,0,0,0,,0,4,1,14,14.00,0,0,,0,,,1,2.4,2.4,1.9,,155,,GilmBr00
441,Jay Graham,GNB,RB,27,3,0,0,0,0,0,0,1,3,3.00,0,2,2,6,3.00,0,0,,0,,,1,2.9,2.9,1.9,,142,,GrahJa00
442,Drew Haddad,IND,WR,24,1,0,0,0,0,0,0,0,0,,0,1,1,11,11.00,0,0,,0,,,1,2.1,2.1,1.6,,156,,HaddDr00
443,Lamont Hall,NOR,TE,28,16,1,0,0,0,0,0,0,0,,0,3,2,6,3.00,0,0,,0,,,1,2.6,2.6,1.6,,86,,HallLa00
444,Atnaf Harris,HOU,WR,23,1,1,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,157,,HarrAt00
445,Frisman Jackson,CLE,WR,23,7,0,0,1,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,158,,JackFr01
446,Marcus Knight,OAK,WR,24,16,1,0,0,0,0,0,0,0,,0,5,3,26,8.67,0,2,1,0,,,1,3.6,4.6,2.1,,159,,KnigMa00
447,Chris Luzar,JAX,TE,23,12,0,0,0,0,0,0,0,0,,0,2,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,88,,LuzaCh00
448,Fred McAfee*,NOR,RB,34,11,0,0,0,0,0,0,1,11,11.00,0,0,0,0,,0,0,,0,,,1,1.1,1.1,1.1,,141,,McAfFr00
449,Jason McKie,DAL,FB,22,1,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,144,,McKiJa00
450,Matt Murphy,DET,TE,22,3,0,0,0,0,0,0,0,0,,0,4,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,85,,MurpMa00
451,Neil O'Donnell,TEN,QB,36,4,0,3,5,24,0,0,3,-3,-1.00,0,0,0,0,,0,0,,0,,,1,0.7,0.7,0.7,,67,,ODonNe00
452,Jesse Palmer,NYG,QB,24,2,0,3,4,30,0,0,1,-3,-3.00,0,0,0,0,,0,0,,0,,,1,0.9,0.9,0.9,,66,,PalmJe00
453,J.R. Redmond,NWE,RB,25,9,0,0,0,0,0,0,4,2,0.50,0,3,2,5,2.50,0,0,,0,,,1,2.7,2.7,1.7,,145,,RedmJ.00
454,Akili Smith,CIN,QB,27,1,1,12,33,117,0,1,4,5,1.25,0,0,0,0,,0,1,1,0,,,1,1.2,3.2,2.2,,65,,SmitAk00
455,Detron Smith,IND,RB,28,11,2,0,0,0,0,0,0,0,,0,1,1,14,14.00,0,0,,0,,,1,2.4,2.4,1.9,,139,,SmitDe00
456,Leonard Stephens,WAS,TE,24,5,0,0,0,0,0,0,0,0,,0,4,1,13,13.00,0,0,,0,,,1,2.3,2.3,1.8,,84,,StepLe00
457,Travis Stephens,TAM,RB,24,1,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,146,,StepTr01
458,Tony Stewart,CIN,TE,23,3,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,87,,StewTo00
459,Stephen Trejo,DET,FB,25,16,0,0,0,0,0,0,1,0,0.00,0,4,2,13,6.50,0,0,,0,,,1,3.3,3.3,2.3,,140,,TrejSt00
460,Patrick Washington,JAX,FB,24,14,3,0,0,0,0,0,0,0,,0,3,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,147,,WashPa00
461,Tory Woodbury,NYJ,QB,24,2,0,0,0,0,0,0,0,0,,0,1,1,13,13.00,0,0,,0,,,1,2.3,2.3,1.8,,64,,WoodTo02
462,Rabih Abdullah,CHI,RB,27,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,152,,AbduRa00
463,Dan Alexander,JAX,RB,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,153,,AlexDa21
464,John Allred,PIT,TE,28,13,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,90,,AllrJo00
465,Mark Anelli,SFO,TE,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,91,,AnelMa20
466,Mike Banks,ARI,TE,23,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,92,,BankMi20
467,Alex Bannister,SEA,WR,23,16,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,161,,BannAl00
468,Darian Barnes,TAM,FB,22,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,154,,BarnDa00
469,Marco Battaglia,2TM,TE,29,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,93,,BattMa00
470,Nathan Black,CAR,WR,24,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,162,,BlacNa20
471,R.J. Bowers,CLE,RB,28,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,155,,BoweRJ00
472,Sean Brewer,CIN,TE,25,3,2,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,94,,BrewSe20
473,Anthony Bright,CAR,WR,25,1,0,0,0,0,0,0,0,0,,0,3,0,0,,0,,,0,,,,,,,,163,,BrigAn20
474,Jeremy Brigham,OAK,TE,27,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,95,,BrigJe00
475,Jonathan Carter,NYG,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,164,,CartJo01
476,Tony Carter,GNB,RB,30,12,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,156,,CartTo00
477,Matt Cercone,MIN,TE,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,96,,CercMa20
478,Darrin Chiaverini,ATL,WR,25,7,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,165,,ChiaDa00
479,Brad Christenson,OAK,TE,25,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,97,,ChriBr20
480,Fred Coleman,NWE,WR,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,166,,ColeFr00
481,KaRon Coleman,DEN,RB,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,157,,ColeKa00
482,Scott Covington,STL,QB,26,1,1,2,5,7,0,0,0,0,,0,0,0,0,,0,0,,0,,,,0.3,0.3,0.3,,69,,CoviSc00
483,Casey Crawford,TAM,TE,25,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,98,,CrawCa00
484,Matt Cushing,PIT,TE,27,6,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,89,,CushMa00
485,Rohan Davey,NWE,QB,24,2,0,1,2,3,0,0,2,-4,-2.00,0,0,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,74,,DaveRo01
486,Autry Denson,IND,RB,26,1,0,0,0,0,0,0,2,2,1.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,149,,DensAu00
487,Darnell Dinkins,NYG,TE,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,99,,DinkDa00
488,Derek Dorris,NYG,WR,24,6,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,167,,DorrDe20
489,Dameane Douglas,PHI,WR,26,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,168,,DougDa00
490,Deon Dyer,MIA,FB,25,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,158,,DyerDe00
491,Chris Edmonds,CIN,FB,24,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,159,,EdmoCh20
492,Jamin Elliott,CHI,WR,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,169,,ElliJa00
493,Mondriel Fulcher,OAK,TE,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,100,,FulcMo20
494,Sam Gash,BAL,FB,33,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,160,,GashSa00
495,Cory Geason,BUF,TE,27,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,101,,GeasCo00
496,Dondre Gilliam,SDG,WR,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,170,,GillDo00
497,Joey Goodspeed,SDG,FB,24,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,161,,GoodJo00
498,Tim Hasselbeck,PHI,QB,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,71,,HassTi00
499,Herb Haygood,DEN,WR,25,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,171,,HaygHe20
500,Keith Heinrich,CAR,TE,23,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,102,,HeinKe00
501,Chris Hetherington,STL,FB,30,6,4,0,0,0,0,0,1,0,0.00,0,2,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,150,,HethCh00
502,Darrell Hill,TEN,WR,23,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,172,,HillDa20
503,Kahlil Hill,ATL,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,173,,HillKa20
504,Madre Hill,OAK,RB,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,162,,HillMa20
505,Desmond Howard,DET,WR,32,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,174,,HowaDe00
506,Damon Huard,NWE,QB,29,2,0,0,0,0,0,0,1,4,4.00,0,0,0,0,,0,0,,0,,,,0.4,0.4,0.4,,68,,HuarDa00
507,Dameon Hunter,BAL,RB,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,163,,HuntDa21
508,Richard Huntley,DET,RB,30,3,1,0,0,0,0,0,3,4,1.33,0,0,0,0,,0,0,,0,,,,0.4,0.4,0.4,,148,,HuntRi00
509,Chris Jackson,GNB,WR,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,175,,JackCh23
510,Jarious Jackson,DEN,QB,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,72,,JackJa01
511,Terry Jackson,SFO,FB,26,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,164,,JackTe00
512,Ronney Jenkins,SDG,RB,25,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,165,,JenkRo00
513,James Jett,OAK,WR,32,1,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,176,,JettJa00
514,James Jordan,SFO,WR,24,6,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,177,,JordJa20
515,Elvis Joseph,JAX,RB,24,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,166,,JoseEl00
516,Jarmar Julien,KAN,RB,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,167,,JuliJa20
517,George Layne,ATL,RB,24,2,0,0,0,0,0,0,1,5,5.00,0,2,2,11,5.50,0,1,1,0,,,,1.6,2.6,0.6,,177,,LaynGe00
518,Charles Lee,TAM,WR,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,178,,LeexCh00
519,Derrick Lewis,NOR,WR,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,179,,LewiDe00
520,Brody Liddiard,MIN,TE,25,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,103,,LiddBr20
521,Dane Looker,STL,WR,26,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,180,,LookDa00
522,Lee Mays,PIT,WR,24,16,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,181,,MaysLe00
523,Brady McDonnell,BUF,TE,25,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,104,,McDoBr20
524,Dennis McKinley,ARI,FB,26,12,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,168,,McKiDe00
525,Snoop Minnis,KAN,WR,25,2,0,0,0,0,0,0,0,0,,0,4,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,160,,MinnMa00
526,Herman Moore,NYG,WR,33,1,0,0,0,0,0,0,0,0,,0,3,0,0,,0,,,0,,,,,,,,182,,MoorHe00
527,Harold Morrow,MIN,FB,29,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,169,,MorrHa00
528,J.J. Moses,GNB,WR,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,183,,MoseJ.00
529,Frank Murphy,HOU,WR,25,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,184,,MurpFr00
530,Moran Norris,HOU,FB,24,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,170,,NorrMo00
531,Jeff Ogden,BAL,WR,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,185,,OgdeJe00
532,Dan O'Leary,2TM,TE,25,9,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,105,,OLeaDa20
533,Jeb Putzier,DEN,TE,23,3,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,106,,PutzJe00
534,Jonathan Quinn,KAN,QB,27,1,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,,-0.1,-0.1,-0.1,,73,,QuinJo00
535,Derek Rackley,ATL,TE,25,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,107,,RackDe00
536,Jimmy Redmond,JAX,WR,25,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,186,,RedmJi00
537,Jamal Robertson,SFO,RB,25,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,171,,RobeJa00
538,Micah Ross,JAX,WR,26,16,0,0,0,0,0,0,0,0,,0,5,0,0,,0,0,,0,,,,,,,,187,,RossMi20
539,Rod Rutledge,HOU,TE,27,7,5,0,0,0,0,0,0,0,,0,3,0,0,,0,,,0,,,,,,,,108,,RutlRo00
540,Tony Simmons,NYG,WR,28,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,188,,SimmTo00
541,Justin Skaggs,WAS,WR,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,189,,SkagJu20
542,Rod Smart,CAR,RB,25,16,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,151,,SmarRo00
543,Maurice Smith,ATL,RB,26,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,172,,SmitMa00
544,Ed Stansbury,HOU,RB,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,173,,StanEd20
545,Shyrone Stith,IND,RB,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,174,,StitSh00
546,Vinny Sutherland,2TM,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,190,,SuthVi00
547,Marques Tuiasosopo,OAK,QB,23,3,0,0,0,0,0,0,2,-3,-1.50,0,0,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,75,,TuiaMa00
548,Alex Van Pelt,BUF,QB,32,2,0,2,2,5,0,0,0,0,,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,70,,VanPAl00
549,Damon Washington,NYG,RB,25,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,175,,WashDa00
550,Alvis Whitted,OAK,WR,28,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,191,,WhitAl00
551,Marcus Williams,OAK,TE,25,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,109,,WillMa21
552,Randal Williams,DAL,WR,24,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,192,,WillRa01
553,James Wofford,MIN,RB,24,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,176,,WoffJa20
554,Milton Wynn,BAL,WR,24,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,193,,WynnMi00
555,Delvin Joyce,NYG,RB,24,12,0,0,0,0,0,0,2,2,1.00,0,2,1,5,5.00,0,3,1,0,,,-1,-0.3,0.7,-0.8,,178,,JoycDe00
556,Josh McCown,ARI,QB,23,2,0,7,18,66,0,2,1,20,20.00,0,0,0,0,,0,1,1,0,,,-1,-1.4,1.6,0.6,,77,,McCoJo01
557,Sage Rosenfels,MIA,QB,24,4,0,0,3,0,0,0,2,-9,-4.50,0,0,0,0,,0,0,,0,,,-1,-0.9,-0.9,-0.9,,76,,RoseSa00
558,Ronald Curry,OAK,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,194,,CurrRo01
559,Damon Gibson,2TM,WR,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,195,,GibsDa00
560,Albert Johnson,MIA,WR,25,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,196,,JohnAl23
561,Tamarick Vanover,SDG,WR,28,7,0,0,0,0,0,0,0,0,,0,2,0,0,,0,3,1,0,,,-2,-2.0,-1.0,-2.0,,197,,VanoTa00
562,Nick Davis,MIN,WR,23,15,0,0,0,0,0,0,1,11,11.00,0,0,0,0,,0,4,2,0,,,-3,-2.9,-0.9,-2.9,,198,,DaviNi00
