Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,pfr_id
1,Priest Holmes*+,KAN,RB,29,14,14,0,1,0,0,0,313,1615,5.16,21,81,70,672,9.60,3,1,1,24,,,371,440.7,447.7,405.7,220,1,1,HolmPr00
2,Ricky Williams*+,MIA,RB,25,16,16,0,0,0,0,0,383,1853,4.84,16,59,47,363,7.72,1,7,4,17,,,316,362.6,372.6,339.1,165,2,2,WillRi00
3,LaDainian Tomlinson*,SDG,RB,23,16,16,0,0,0,0,0,372,1683,4.52,14,101,79,489,6.19,1,3,1,15,,,305,384.2,391.2,344.7,155,3,3,TomlLa00
4,Clinton Portis,DEN,RB,21,16,12,0,0,0,0,0,273,1508,5.52,15,49,33,364,11.03,2,5,3,17,,,283,316.2,325.2,299.7,133,4,4,PortCl00
5,Marvin Harrison*+,IND,WR,30,16,16,0,0,0,0,0,2,10,5.00,0,205,143,1722,12.04,11,0,,11,1,,241,384.2,387.2,312.7,122,1,5,HarrMa00
6,Shaun Alexander,SEA,RB,25,16,16,0,0,0,0,0,295,1175,3.98,16,78,59,460,7.80,2,3,1,18,,,270,328.5,335.5,299.0,119,5,6,AlexSh00
7,Deuce McAllister*,NOR,RB,24,15,15,0,0,0,0,0,325,1388,4.27,13,74,47,352,7.49,3,4,3,16,,,264,311.0,320.0,287.5,114,6,7,McAlDe00
8,Charlie Garner,OAK,RB,30,16,15,0,0,0,0,0,182,962,5.29,7,111,91,941,10.34,4,0,,11,,,256,347.3,353.3,301.8,106,7,8,GarnCh00
9,Hines Ward*,PIT,WR,26,16,16,0,0,0,0,0,12,142,11.83,0,160,112,1329,11.87,12,1,1,12,3,1,225,337.1,344.1,281.1,106,2,9,WardHi00
10,Terrell Owens*+,SFO,WR,29,14,14,0,0,0,0,0,7,79,11.29,1,159,100,1300,13.00,13,0,,14,,,222,321.9,324.9,271.9,103,3,10,OwenTe00
11,Tiki Barber,NYG,RB,27,16,15,0,0,0,0,0,304,1387,4.56,11,95,69,597,8.65,0,9,6,11,,,252,321.4,333.4,286.9,102,8,11,BarbTi00
12,Travis Henry*,BUF,RB,24,16,16,0,0,0,0,0,325,1438,4.42,13,59,43,309,7.19,1,11,9,14,,,241,283.7,298.7,262.2,90,9,12,HenrTr00
13,Rich Gannon*+,OAK,QB,37,16,16,418,618,4689,26,10,50,156,3.12,3,0,0,0,,0,9,3,3,,2,303,303.2,322.2,313.2,82,1,13,GannRi00
14,Eddie George,TEN,RB,29,16,16,0,0,0,0,0,343,1165,3.40,12,46,36,255,7.08,2,1,1,14,,,224,260.0,267.0,242.0,74,10,14,GeorEd00
15,Eric Moulds*,BUF,WR,29,16,15,0,0,0,0,0,1,7,7.00,0,180,100,1292,12.92,10,1,,10,,,190,289.9,292.9,239.9,71,4,15,MoulEr00
16,Fred Taylor,JAX,RB,26,16,16,0,0,0,0,0,287,1314,4.58,8,57,49,408,8.33,0,3,2,8,1,,218,267.2,275.2,242.7,68,11,16,TaylFr00
17,Randy Moss*,MIN,WR,25,16,16,1,3,13,1,0,6,51,8.50,0,185,106,1347,12.71,7,1,1,7,,,184,290.3,294.3,237.3,65,5,17,MossRa00
18,Daunte Culpepper,MIN,QB,25,16,16,333,549,3853,18,23,106,609,5.75,10,0,0,0,,0,23,9,10,1,,285,285.0,323.0,308.0,63,2,18,CulpDa00
19,Amani Toomer,NYG,WR,28,16,16,0,0,0,0,0,1,2,2.00,0,134,82,1343,16.38,8,0,,8,,,183,264.5,267.5,223.5,63,6,19,ToomAm00
20,Todd Heap*,BAL,TE,22,16,16,0,1,0,0,0,4,38,9.50,0,122,68,836,12.29,6,0,,6,1,,125,193.4,196.4,159.4,63,1,20,HeapTo00
21,Michael Vick*,ATL,QB,22,15,15,231,421,2936,16,8,113,777,6.88,8,1,0,16,,0,9,5,8,,,283,282.7,301.7,290.7,61,3,21,VickMi00
22,Ahman Green*,GNB,RB,25,14,14,0,0,0,0,0,286,1240,4.34,7,74,57,393,6.89,2,4,3,9,,,211,268.3,277.3,239.8,61,12,22,GreeAh00
23,Duce Staley,PHI,RB,27,16,16,0,0,0,0,0,269,1029,3.83,5,69,51,541,10.61,3,3,,8,1,,207,258.0,264.0,232.5,57,13,23,StalDu00
24,Peerless Price,BUF,WR,26,16,16,0,0,0,0,0,3,-13,-4.33,0,148,94,1252,13.32,9,2,1,9,,,176,269.9,273.9,222.9,57,7,24,PricPe00
25,Joe Horn*,NOR,WR,30,16,16,0,0,0,0,0,1,2,2.00,0,149,88,1312,14.91,7,1,,7,1,,175,263.4,266.4,219.4,56,8,25,HornJo00
26,Tony Gonzalez*,KAN,TE,26,16,16,0,0,0,0,0,0,0,,0,99,63,773,12.27,7,0,,7,,,119,182.3,185.3,150.8,56,2,26,GonzTo00
27,Jamal Lewis,BAL,RB,23,16,15,0,0,0,0,0,308,1327,4.31,6,60,47,442,9.40,1,8,7,7,,,205,251.9,264.9,228.4,55,14,27,LewiJa00
28,Plaxico Burress,PIT,WR,25,16,15,0,0,0,0,0,0,0,,0,144,78,1325,16.99,7,2,1,7,1,,175,252.5,256.5,213.5,55,9,28,BurrPl00
29,Marshall Faulk*,STL,RB,29,14,10,0,0,0,0,0,212,953,4.50,8,102,80,537,6.71,2,4,3,10,,,203,283.0,292.0,243.0,53,15,29,FaulMa00
30,Corey Dillon,CIN,RB,28,16,16,0,0,0,0,0,314,1311,4.18,7,61,43,298,6.93,0,5,2,7,,,199,241.9,249.9,220.4,49,16,30,DillCo00
31,Donald Driver*,GNB,WR,27,16,16,0,0,0,0,0,8,70,8.75,0,113,70,1064,15.20,9,1,1,9,,,165,235.4,239.4,200.4,46,10,31,DrivDo00
32,Michael Bennett*,MIN,RB,24,16,16,0,0,0,0,0,255,1296,5.08,5,41,37,351,9.49,1,4,3,6,,,195,231.7,240.7,213.2,44,17,32,BennMi00
33,Jerry Rice*,OAK,WR,40,16,16,0,0,0,0,0,3,20,6.67,0,150,92,1211,13.16,7,1,1,7,,,163,255.1,259.1,209.1,44,11,33,RiceJe00
34,Peyton Manning*,IND,QB,26,16,16,392,591,4200,27,19,38,148,3.89,2,0,0,0,,0,6,2,2,,2,265,264.8,291.8,283.8,43,4,34,MannPe00
35,Laveranues Coles,NYJ,WR,25,16,16,0,0,0,0,0,6,39,6.50,0,134,89,1264,14.20,5,1,,5,1,,162,251.3,254.3,206.8,43,12,35,ColeLa00
36,Marty Booker*,CHI,WR,26,16,16,1,5,44,1,0,0,0,,0,168,97,1189,12.26,6,0,,6,,,161,257.7,260.7,209.2,42,13,36,BookMa00
37,Koren Robinson,SEA,WR,22,16,16,0,0,0,0,0,8,56,7.00,0,141,78,1240,15.90,5,2,,5,,,160,237.6,240.6,198.6,41,14,37,RobiKo00
38,Curtis Martin,NYJ,RB,29,16,16,0,0,0,0,0,261,1094,4.19,7,56,49,362,7.39,0,0,,7,1,,190,238.6,244.6,214.1,39,18,38,MartCu00
39,Aaron Brooks,NOR,QB,26,16,16,283,528,3572,27,15,62,253,4.08,2,0,0,0,,0,11,5,2,2,2,256,256.2,282.2,271.2,35,5,39,BrooAa00
40,Torry Holt,STL,WR,26,16,11,0,0,0,0,0,2,18,9.00,0,160,91,1302,14.31,4,1,1,4,,,154,245.0,249.0,199.5,35,15,40,HoltTo00
41,Jeremy Shockey*+,NYG,TE,22,15,14,0,0,0,0,0,0,0,,0,128,74,894,12.08,2,3,2,2,,,97,171.4,176.4,134.4,35,3,41,ShocJe00
42,Trent Green,KAN,QB,32,16,16,287,470,3690,26,13,31,225,7.26,1,0,0,0,,0,1,,1,1,,256,256.1,275.1,269.1,34,6,42,GreeTr00
43,Steve McNair,TEN,QB,29,16,16,301,492,3387,22,15,82,440,5.37,3,0,0,0,,0,9,2,3,2,,255,255.5,278.5,270.5,34,7,43,McNaSt00
44,Jeff Garcia*,SFO,QB,32,16,16,328,528,3344,21,10,73,353,4.84,3,0,0,0,,0,2,2,3,1,3,255,255.1,273.1,265.1,33,8,44,GarcJe00
45,Rod Gardner,WAS,WR,25,16,15,0,1,0,0,0,1,1,1.00,0,141,71,1006,14.17,8,1,,8,,,149,219.7,222.7,184.2,30,16,45,GardRo00
46,Drew Bledsoe*,BUF,QB,30,16,16,375,610,4359,24,15,27,67,2.48,2,0,0,0,,0,11,4,2,,,251,251.1,273.1,266.1,29,9,46,BledDr00
47,Garrison Hearst,SFO,RB,31,16,16,0,0,0,0,0,215,972,4.52,8,69,48,317,6.60,1,4,3,9,1,,179,226.9,235.9,202.9,29,19,47,HearGa00
48,Bubba Franks*,GNB,TE,24,16,15,1,1,31,1,0,0,0,,0,71,54,442,8.19,7,0,,7,,,91,145.4,148.4,118.4,29,4,48,FranBu00
49,Warrick Dunn,ATL,RB,27,15,14,0,0,0,0,0,230,927,4.03,7,66,50,377,7.54,2,4,3,9,,,178,228.4,237.4,203.4,28,20,49,DunnWa00
50,Jimmy Smith,JAX,WR,33,16,16,0,0,0,0,0,1,2,2.00,0,137,80,1027,12.84,7,0,,7,1,,147,226.9,229.9,186.9,28,18,50,SmitJi00
51,Chad Johnson,CIN,WR,24,16,14,0,0,0,0,0,0,0,,0,137,69,1166,16.90,5,0,,5,,,147,215.6,218.6,181.1,28,19,51,JohnCh01
52,Isaac Bruce,STL,WR,30,16,16,0,0,0,0,0,3,18,6.00,0,130,79,1075,13.61,7,2,2,7,,,147,226.3,231.3,186.8,28,17,52,BrucIs00
53,Tom Brady,NWE,QB,25,16,16,373,601,3764,28,14,42,110,2.62,1,0,0,0,,0,11,5,1,,2,246,245.6,270.6,259.6,24,10,53,BradTo00
54,Keyshawn Johnson,TAM,WR,30,16,16,0,0,0,0,0,0,0,,0,142,76,1088,14.32,5,0,,5,2,,143,218.8,221.8,180.8,24,20,54,JohnKe00
55,Shannon Sharpe,DEN,TE,34,13,13,0,0,0,0,0,0,0,,0,88,61,686,11.25,3,0,,3,,,87,147.6,150.6,117.1,24,5,55,SharSh00
56,James Stewart,DET,RB,31,14,9,0,1,0,0,0,231,1021,4.42,4,70,46,333,7.24,2,0,,6,,,171,217.4,223.4,194.4,21,21,56,StewJa00
57,Marcus Pollard,IND,TE,30,15,15,0,0,0,0,0,0,0,,0,69,43,478,11.12,6,1,1,6,1,,84,126.8,130.8,105.3,21,6,57,PollMa00
58,Marcel Shipp,ARI,RB,24,15,6,0,0,0,0,0,188,834,4.44,6,49,38,413,10.87,3,4,4,9,,,171,208.7,218.7,189.7,20,22,58,ShipMa00
59,Antowain Smith,NWE,RB,30,16,15,0,0,0,0,0,252,982,3.90,6,42,31,243,7.84,2,2,1,8,1,,171,201.5,208.5,186.0,20,23,59,SmitAn00
60,Quincy Morgan,CLE,WR,25,16,16,0,0,0,0,0,3,7,2.33,0,97,56,964,17.21,7,2,2,7,1,,137,193.1,198.1,165.1,18,21,60,MorgQu00
61,Billy Miller,HOU,TE,25,16,7,0,0,0,0,0,0,0,,0,80,51,613,12.02,3,0,,3,,,79,130.3,133.3,104.8,16,7,61,MillBi00
62,Travis Taylor,BAL,WR,24,16,15,0,0,0,0,0,11,105,9.55,0,118,61,869,14.25,6,0,,6,,,133,194.4,200.4,163.9,14,22,62,TaylTr01
63,Rod Smith,DEN,WR,32,16,16,0,1,0,0,0,6,9,1.50,0,147,89,1027,11.54,5,1,1,5,,,132,220.6,224.6,176.1,13,23,63,SmitRo01
64,Alge Crumpler,ATL,TE,25,16,9,0,0,0,0,0,0,0,,0,58,36,455,12.64,5,0,,5,,,76,111.5,114.5,93.5,13,8,64,CrumAl00
65,Derrick Mason,TEN,WR,28,14,14,0,0,0,0,0,0,0,,0,125,79,1012,12.81,5,2,1,5,,,129,208.2,212.2,168.7,10,24,65,MasoDe00
66,Curtis Conway,SDG,WR,31,13,13,0,0,0,0,0,7,53,7.57,2,94,57,852,14.95,5,2,2,7,,,129,185.5,190.5,157.0,9,25,66,ConwCu00
67,Joey Galloway,DAL,WR,31,16,16,0,0,0,0,0,4,31,7.75,0,120,61,908,14.89,6,2,1,6,,,128,188.9,192.9,158.4,9,26,67,GallJo00
68,Jerry Porter,OAK,WR,24,16,14,0,0,0,0,0,4,6,1.50,0,70,51,688,13.49,9,0,,9,2,,127,178.4,181.4,152.9,8,27,68,PortJe00
69,Randy McMichael,MIA,TE,23,16,16,0,0,0,0,0,1,8,8.00,0,68,39,485,12.44,4,1,1,4,,,71,110.3,114.3,90.8,8,9,69,McMiRa01
70,Kyle Brady,JAX,TE,30,16,16,0,0,0,0,0,0,0,,0,67,43,461,10.72,4,0,,4,,,70,113.1,116.1,91.6,7,10,70,BradKy00
71,Christian Fauria,NWE,TE,31,16,13,0,0,0,0,0,0,0,,0,40,27,253,9.37,7,0,,7,1,,69,96.3,99.3,82.8,6,11,71,FaurCh00
72,James Thrash,PHI,WR,27,16,16,0,0,0,0,0,18,126,7.00,2,107,52,635,12.21,6,1,1,8,,,122,174.1,181.1,148.1,3,28,72,ThraJa00
73,Donovan McNabb*,PHI,QB,26,10,10,211,361,2289,17,6,63,460,7.30,6,1,0,0,,0,6,5,6,,2,224,223.6,240.6,229.6,2,11,73,McNaDo00
74,Todd Pinkston,PHI,WR,25,15,15,0,0,0,0,0,1,-15,-15.00,0,113,60,798,13.30,7,2,,7,,,120,180.3,183.3,150.3,1,29,74,PinkTo00
75,Brett Favre*,GNB,QB,33,16,16,341,551,3658,27,16,25,73,2.92,0,0,0,0,,0,10,4,0,,,222,221.6,244.6,237.6,,12,75,FavrBr00
76,Chad Pennington,NYJ,QB,26,15,12,275,399,3120,22,6,29,49,1.69,2,0,0,0,,0,2,1,2,,1,218,217.7,227.7,223.7,,13,76,PennCh01
77,Kerry Collins,NYG,QB,30,16,16,335,545,4073,19,14,44,-3,-0.07,0,0,0,0,,0,8,1,0,,1,211,210.6,228.6,224.6,,14,77,CollKe00
78,Brad Johnson*,TAM,QB,34,13,13,281,451,3049,22,6,13,30,2.31,0,0,0,0,,0,8,2,0,,2,201,201.0,212.0,207.0,,15,78,JohnBr00
79,Drew Brees,SDG,QB,23,16,16,320,526,3284,17,16,38,130,3.42,1,0,0,0,,0,2,,1,,1,188,188.4,210.4,204.4,,16,,BreeDr00
80,Mark Brunell,JAX,QB,32,15,15,245,416,2788,17,7,43,207,4.81,0,0,0,0,,0,5,1,0,,2,188,188.2,202.2,195.2,,17,,BrunMa00
81,Matt Hasselbeck,SEA,QB,27,16,10,267,419,3075,15,10,40,202,5.05,1,0,0,0,,0,5,4,1,1,,183,183.2,203.2,193.2,,18,,HassMa00
82,Jake Plummer,ARI,QB,28,16,16,284,530,2972,18,20,46,283,6.15,2,1,1,2,2.00,0,13,6,2,,1,181,182.4,214.4,201.9,,19,,PlumJa00
83,Jon Kitna,CIN,QB,30,14,12,294,473,3178,16,16,24,57,2.38,4,0,0,0,,0,10,6,4,,,177,176.8,201.8,192.8,,20,,KitnJo00
84,Brian Griese,DEN,QB,27,13,13,291,436,3214,15,15,37,107,2.89,1,0,0,0,,0,2,,1,,,175,175.3,196.3,190.3,,21,,GrieBr00
85,Tommy Maddox,PIT,QB,31,15,11,234,377,2836,20,16,19,43,2.26,0,2,0,0,,0,8,3,0,,3,166,165.7,187.7,181.7,,22,,MaddTo00
86,Tim Couch,CLE,QB,25,14,14,273,443,2842,18,18,23,77,3.35,0,0,0,0,,0,6,2,0,,1,155,155.4,178.4,173.4,,23,,CoucTi00
87,Edgerrin James,IND,RB,24,14,14,0,0,0,0,0,277,989,3.57,2,80,61,354,5.80,1,4,2,3,1,,150,211.3,219.3,180.8,,24,,JameEd00
88,David Carr,HOU,QB,23,16,16,233,444,2592,9,15,59,282,4.78,3,0,0,0,,0,21,7,3,,2,146,145.9,173.9,160.9,,24,,CarrDa00
89,Jay Fiedler,MIA,QB,31,11,10,179,292,2024,14,9,28,99,3.54,3,0,0,0,,0,3,1,3,,,145,144.9,157.9,153.9,,25,,FiedJa00
90,Stephen Davis,WAS,FB,28,12,12,0,0,0,0,0,207,820,3.96,7,33,23,142,6.17,1,4,4,8,,,136,159.2,169.2,147.7,,25,,DaviSt00
91,Emmitt Smith,DAL,RB,33,16,16,0,0,0,0,0,254,975,3.84,5,24,16,89,5.56,0,3,1,5,,,134,150.4,154.4,142.4,,26,,SmitEm00
92,Moe Williams,MIN,RB,28,16,0,0,0,0,0,0,84,414,4.93,11,43,27,251,9.30,0,1,,11,,,133,159.5,165.5,146.0,,27,,WillMo00
93,William Green,CLE,RB,23,16,10,0,0,0,0,0,243,887,3.65,6,27,16,113,7.06,0,4,2,6,,,132,148.0,156.0,140.0,,28,,GreeWi01
94,Amos Zereoue,PIT,RB,26,16,5,0,0,0,0,0,193,762,3.95,4,53,42,341,8.12,0,2,2,4,,,130,172.3,180.3,151.3,,29,,ZereAm00
95,Lamar Smith,CAR,RB,32,11,11,0,0,0,0,0,209,737,3.53,7,26,20,167,8.35,0,2,2,7,,,128,148.4,156.4,138.4,,30,,SmitLa00
96,Rodney Peete,CAR,QB,36,14,14,223,381,2630,15,14,22,14,0.64,0,0,0,0,,0,10,7,0,,,125,124.6,148.6,138.6,,26,,PeetRo00
97,Jerome Bettis,PIT,RB,30,13,11,0,0,0,0,0,187,666,3.56,9,9,7,57,8.14,0,1,1,9,,,124,131.3,135.3,127.8,,31,,BettJe00
98,Michael Pittman,TAM,RB,27,16,15,0,0,0,0,0,204,718,3.52,1,86,59,477,8.08,0,3,1,1,,,124,182.5,189.5,153.0,,32,,PittMi00
99,Jeff Blake,BAL,QB,32,11,10,165,295,2084,13,11,39,106,2.72,1,0,0,0,,0,8,5,1,,1,122,122.0,144.0,133.0,,27,,BlakJe00
100,Marc Bulger,STL,QB,25,7,7,138,214,1826,14,6,12,-13,-1.08,1,1,1,3,3.00,0,2,1,1,,,120,121.0,131.0,126.5,,28,,BulgMa00
101,Wayne Chrebet,NYJ,WR,29,15,15,0,1,0,0,0,0,0,,0,80,51,691,13.55,9,2,2,9,,,119,170.1,175.1,144.6,,30,,ChreWa00
102,Dennis Northcutt,CLE,WR,25,13,0,0,0,0,0,0,8,104,13.00,1,50,38,601,15.82,5,2,1,8,1,,119,156.5,163.5,137.5,,31,,NortDe00
103,Brian Finneran,ATL,WR,26,16,16,0,0,0,0,0,0,0,,0,102,56,838,14.96,6,2,1,6,,,118,173.8,177.8,145.8,,32,,FinnBr00
104,Anthony Thomas,CHI,RB,25,12,12,0,0,0,0,0,214,721,3.37,6,41,24,163,6.79,0,5,3,6,,,118,142.4,151.4,130.4,,33,,ThomAn01
105,Mike Alstott*,TAM,FB,29,16,9,0,0,0,0,0,146,548,3.75,5,48,35,242,6.91,2,4,2,7,,,117,152.0,160.0,134.5,,34,,AlstMi00
106,Steve Smith Sr.,CAR,WR,23,15,13,0,0,0,0,0,1,-4,-4.00,0,98,54,872,16.15,3,5,1,5,,,115,168.8,172.8,141.8,,33,,SmitSt01
107,David Patten,NWE,WR,28,16,14,0,1,0,0,0,2,6,3.00,0,120,61,824,13.51,5,0,,5,,,113,174.0,177.0,143.5,,34,,PattDa00
108,Jamel White,CLE,RB,25,14,6,0,0,0,0,0,106,470,4.43,3,86,63,452,7.17,0,0,,3,,,110,173.2,179.2,141.7,,35,,WhitJa00
109,Kevan Barlow,SFO,RB,23,14,0,0,0,0,0,0,145,675,4.66,4,21,14,136,9.71,1,2,1,5,,,109,123.1,130.1,116.1,,36,,BarlKe00
110,Antonio Bryant,DAL,WR,21,16,15,0,0,0,0,0,6,40,6.67,0,93,44,733,16.66,6,3,2,6,,,109,153.3,158.3,131.3,,35,,BryaAn00
111,Troy Brown,NWE,WR,31,14,13,0,0,0,0,0,3,14,4.67,0,141,97,890,9.18,3,4,1,3,1,,108,205.4,209.4,156.9,,36,,BrowTr00
112,Darrell Jackson,SEA,WR,24,13,13,0,0,0,0,0,3,3,1.00,0,112,62,877,14.15,4,3,2,4,,,108,170.0,175.0,139.0,,38,,JackDa00
113,Eddie Kennison,KAN,WR,29,16,14,0,0,0,0,0,7,58,8.29,0,92,53,906,17.09,2,0,,2,,,108,161.4,164.4,134.9,,37,,KennEd00
114,Donte' Stallworth,NOR,WR,22,13,7,0,0,0,0,0,2,2,1.00,0,69,42,594,14.14,8,0,,8,,,108,149.6,152.6,128.6,,39,,StalDo00
115,Tim Brown,OAK,WR,36,16,16,0,0,0,0,0,6,19,3.17,0,127,81,930,11.48,2,3,,2,,,107,187.9,190.9,147.4,,40,,BrowTi00
116,Jim Miller,CHI,QB,31,10,8,180,314,1944,13,9,13,11,0.85,0,0,0,0,,0,6,3,0,,,107,106.9,121.9,115.9,,29,,MillJi00
117,Joey Harrington,DET,QB,24,14,12,215,429,2294,12,16,7,4,0.57,0,0,0,0,,0,2,1,0,,,106,106.2,126.2,122.2,,30,,HarrJo00
118,Stacey Mack,JAX,RB,27,16,0,0,0,0,0,0,98,436,4.45,9,13,11,79,7.18,0,0,,9,,,106,116.5,119.5,111.0,,37,,MackSt00
119,Tai Streets,SFO,WR,25,16,14,0,0,0,0,0,0,0,,0,109,72,756,10.50,5,1,,5,,,106,177.6,180.6,141.6,,41,,StreTa00
120,Corey Bradford,HOU,WR,27,16,16,0,0,0,0,0,2,-11,-5.50,0,106,45,697,15.49,6,0,,6,,,105,149.6,152.6,127.1,,43,,BradCo00
121,Kevin Faulk,NWE,RB,26,15,0,0,1,0,0,0,52,271,5.21,2,53,37,379,10.24,3,1,1,7,,,105,142.0,149.0,123.5,,38,,FaulKe00
122,Derrius Thompson,WAS,WR,25,16,14,0,0,0,0,0,10,77,7.70,0,93,53,773,14.58,4,2,2,4,,,105,158.0,163.0,131.5,,42,,ThomDe00
123,Muhsin Muhammad,CAR,WR,29,14,14,0,0,0,0,0,3,40,13.33,0,108,63,823,13.06,3,0,,3,,,104,167.3,170.3,135.8,,44,,MuhaMu00
124,Ed McCaffrey,DEN,WR,34,16,16,0,0,0,0,0,2,22,11.00,0,103,69,903,13.09,2,1,1,2,,,103,171.5,175.5,137.0,,45,,McCaEd00
125,Keenan McCardell,TAM,WR,32,14,14,0,0,0,0,0,1,3,3.00,0,101,61,670,10.98,6,1,1,6,,,101,162.3,166.3,131.8,,46,,McCaKe00
126,Kevin Johnson,CLE,WR,26,16,15,1,2,33,1,0,0,0,,0,120,67,703,10.49,4,0,,4,,,100,166.6,169.6,133.1,,47,,JohnKe01
127,Chris Chambers,MIA,WR,24,15,15,0,0,0,0,0,6,78,13.00,0,100,52,734,14.12,3,1,,3,,,99,151.2,154.2,125.2,,48,,ChamCh00
128,Peter Warrick,CIN,WR,25,15,10,0,0,0,0,0,8,22,2.75,0,81,53,606,11.43,6,2,1,6,,,97,149.8,153.8,123.3,,49,,WarrPe00
129,Reggie Wayne,IND,WR,24,16,7,0,0,0,0,0,0,0,,0,72,49,716,14.61,4,2,1,4,,,94,142.6,146.6,118.1,,50,,WaynRe00
130,Terry Glenn,GNB,WR,28,15,14,0,0,0,0,0,0,0,,0,106,56,817,14.59,2,1,1,2,,,92,147.7,151.7,119.7,,51,,GlenTe00
131,Bill Schroeder,DET,WR,31,14,13,0,0,0,0,0,0,0,,0,77,36,595,16.53,5,0,,5,1,,92,127.5,130.5,109.5,,52,,SchrBi00
132,D'Wayne Bates,MIN,WR,27,14,11,0,0,0,0,0,0,0,,0,80,50,689,13.78,4,2,1,4,,,91,140.9,144.9,115.9,,54,,BateDW00
133,Tim Dwight,SDG,WR,27,16,14,0,0,0,0,0,12,108,9.00,1,93,50,623,12.46,2,1,,3,,,91,141.1,147.1,116.1,,53,,DwigTi00
134,Marc Boerigter,KAN,WR,24,16,2,0,0,0,0,0,0,0,,0,38,20,420,21.00,8,0,,8,,,90,110.0,113.0,100.0,,55,,BoerMa00
135,Kenny Watson,WAS,RB,24,16,4,0,0,0,0,0,116,534,4.60,1,43,32,253,7.91,1,0,1,2,,,89,120.7,127.7,104.7,,39,,WatsKe00
136,Dez White,CHI,WR,23,16,14,0,0,0,0,0,3,11,3.67,0,94,51,656,12.86,4,1,1,4,,,89,139.7,143.7,114.2,,56,,WhitDe00
137,Kordell Stewart,PIT,QB,30,7,5,109,166,1155,6,6,43,191,4.44,2,1,0,0,,0,4,2,2,,1,87,87.3,101.3,93.3,,31,,StewKo00
138,James Allen,HOU,RB,27,16,5,1,2,5,1,0,155,519,3.35,0,57,47,302,6.43,0,1,1,0,1,,86,133.3,140.3,109.8,,40,,AlleJa00
139,James Mungro,IND,RB,24,9,1,0,0,0,0,0,97,336,3.46,8,16,13,81,6.23,0,3,2,8,,,86,98.7,103.7,92.2,,41,,MungJa00
140,Andre' Davis,CLE,WR,23,16,4,0,0,0,0,0,3,7,2.33,0,72,37,420,11.35,6,1,,7,,,85,121.7,124.7,103.2,,57,,DaviAn01
141,Antonio Freeman,PHI,WR,30,16,1,0,0,0,0,0,0,0,,0,80,46,600,13.04,4,0,,4,,,84,130.0,133.0,107.0,,59,,FreeAn00
142,Shane Matthews,WAS,QB,32,8,7,124,237,1251,11,6,12,31,2.58,0,1,1,-13,-13.00,0,1,,0,,,84,84.8,93.8,90.3,,32,,MattSh00
143,Santana Moss,NYJ,WR,23,15,3,0,0,0,0,0,7,48,6.86,0,52,30,433,14.43,4,2,,6,,,84,114.1,117.1,99.1,,58,,MossSa00
144,Antwaan Randle El,PIT,WR,23,16,0,7,8,45,0,0,19,134,7.05,0,65,47,489,10.40,2,4,2,3,,2,82,129.1,137.1,105.6,,60,,RandAn00
145,T.J. Duckett,ATL,RB,21,12,3,0,0,0,0,0,130,507,3.90,4,11,9,61,6.78,0,0,,4,,,81,89.8,92.8,85.3,,42,,DuckT.00
146,Patrick Ramsey,WAS,QB,23,9,5,117,227,1539,9,8,13,-1,-0.08,1,0,0,0,,0,9,5,1,,1,79,79.5,95.5,87.5,,33,,RamsPa00
147,Az-Zahir Hakim,DET,WR,25,10,10,0,0,0,0,0,4,3,0.75,0,82,37,541,14.62,3,0,,4,,,78,115.4,118.4,96.9,,61,,HakiAz00
148,Mike Anderson,DEN,RB,29,15,12,0,0,0,0,0,84,386,4.60,2,24,18,167,9.28,2,2,1,4,,,77,95.3,102.3,86.3,,43,,AndeMi00
149,Jerome Pathon,NOR,WR,27,14,13,0,0,0,0,0,0,0,,0,80,43,523,12.16,4,0,,4,,,76,119.3,122.3,97.8,,62,,PathJe00
150,Quincy Carter,DAL,QB,25,7,7,125,221,1465,7,8,27,91,3.37,0,0,0,0,,0,5,3,0,,,74,73.7,87.7,81.7,,34,,CartQu00
151,Dante Hall*,KAN,WR,24,16,0,0,0,0,0,0,11,54,4.91,0,35,20,322,16.10,3,3,,6,,,74,93.6,96.6,83.6,,63,,HallDa00
152,Jonathan Wells,HOU,RB,23,16,11,0,0,0,0,0,197,529,2.69,3,12,9,48,5.33,0,3,1,3,,,74,82.7,86.7,78.2,,44,,WellJo00
153,Mike McMahon,DET,QB,23,8,4,62,147,874,7,9,14,96,6.86,3,1,1,7,7.00,0,4,1,3,,1,73,74.3,87.3,82.8,,35,,McMaMi00
154,Ricky Proehl,STL,WR,34,16,2,0,1,0,0,0,0,0,,0,70,43,466,10.84,4,0,,4,,,71,113.6,116.6,92.1,,64,,ProeRi00
155,Thomas Jones,ARI,RB,24,9,9,0,0,0,0,0,138,511,3.70,2,30,20,113,5.65,0,3,2,2,,,70,90.4,98.4,80.4,,45,,JoneTh00
156,Ashley Lelie,DEN,WR,22,16,1,0,0,0,0,0,4,40,10.00,0,53,35,525,15.00,2,0,,2,,,69,103.5,106.5,86.0,,65,,LeliAs00
