Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,pfr_id
25,Joe Mixon,CIN,RB,27,14,14,0,0,0,0,0,211,815,3.86,8,54,45,341,7.58,1,0,0,9,,,170,214.6,220.6,192.1,38,8,25,MixoJo00
26,T.J. Hockenson,MIN,TE,26,14,10,0,0,0,0,0,0,0,,0,123,91,902,9.91,5,1,1,5,,,118,209.2,213.2,163.7,38,4,26,HockTJ00
27,Lamar Jackson,BAL,QB,26,14,14,266,401,3105,17,7,135,741,5.49,5,0,0,0,,0,11,6,5,,1,272,272.3,291.3,279.3,37,5,27,JackLa00
28,Puka Nacua,LAR,WR,22,14,14,0,0,0,0,0,8,54,6.75,0,135,87,1163,13.37,4,1,0,4,,,146,232.7,235.7,189.2,36,11,28,NacuPu00
29,Brandon Aiyuk,SFO,WR,25,13,13,0,0,0,0,0,0,0,,0,86,59,1090,18.47,6,1,1,6,,,143,202.0,206.0,172.5,33,12,29,AiyuBr00
30,Jordan Addison,MIN,WR,21,14,11,0,0,0,0,0,1,2,2.00,0,91,62,824,13.29,9,0,0,9,,,137,198.6,201.6,167.6,27,13,30,AddiJo00
31,Nico Collins,HOU,WR,24,12,7,0,0,0,0,0,0,0,,0,86,60,1004,16.73,6,0,0,6,,,136,196.4,199.4,166.4,27,14,31,CollNi00
32,D.K. Metcalf,SEA,WR,26,13,13,0,0,0,0,0,0,0,,0,99,56,942,16.82,7,0,0,7,,,136,192.2,195.2,164.2,27,15,32,MetcDK00
33,Jahmyr Gibbs,DET,RB,21,12,3,0,0,0,0,0,139,792,5.70,7,60,47,296,6.30,1,1,0,8,,,157,203.8,209.8,180.3,26,9,33,GibbJa01
34,David Montgomery,DET,RB,26,11,11,0,0,0,0,0,178,855,4.80,10,21,14,103,7.36,0,2,1,10,1,,156,169.8,176.8,162.8,25,10,34,MontDa01
35,Michael Pittman Jr.,IND,WR,26,14,13,0,0,0,0,0,0,0,,0,143,99,1062,10.73,4,1,0,4,2,,134,233.2,236.2,183.7,25,16,35,PittMi01
36,Courtland Sutton,DEN,WR,28,14,12,0,0,0,0,0,0,0,,0,85,58,770,13.28,10,3,3,10,,,131,189.0,195.0,160.0,22,17,36,SuttCo00
37,DeVonta Smith,PHI,WR,25,14,14,0,0,0,0,0,0,0,,0,102,74,957,12.93,6,1,1,6,,,130,203.7,207.7,166.7,21,18,37,SmitDe07
38,Alvin Kamara,NOR,RB,28,11,10,0,0,0,0,0,161,630,3.91,5,78,68,446,6.56,1,0,0,6,3,,150,217.6,223.6,183.6,20,11,38,KamaAl00
39,DeAndre Hopkins,TEN,WR,31,14,14,0,0,0,0,0,2,9,4.50,0,116,59,919,15.58,6,0,0,6,,,129,187.8,190.8,158.3,20,19,39,HopkDe00
40,David Njoku,CLE,TE,27,14,14,0,0,0,0,0,0,0,,0,106,69,704,10.20,5,1,1,5,,,98,167.4,171.4,132.9,19,5,40,NjokDa00
41,Bijan Robinson,ATL,RB,21,14,13,0,0,0,0,0,176,801,4.55,4,64,41,323,7.88,3,3,3,7,,,148,189.4,198.4,168.9,18,13,41,RobiBi01
42,Gus Edwards,BAL,RB,28,14,7,0,0,0,0,0,163,663,4.07,11,12,11,141,12.82,0,1,0,11,1,,148,159.4,165.4,153.9,18,12,42,EdwaGu00
43,Davante Adams,LVR,WR,31,14,14,0,0,0,0,0,0,0,,0,140,84,968,11.52,5,0,0,5,,,127,210.8,213.8,168.8,18,20,43,AdamDa01
44,Patrick Mahomes,KAN,QB,28,14,14,353,524,3703,25,13,61,334,5.48,0,0,0,0,,0,3,2,0,,,252,251.5,272.5,264.5,17,6,44,MahoPa00
45,Brian Robinson Jr.,WAS,RB,24,13,13,0,0,0,0,0,160,664,4.15,5,36,29,326,11.24,3,3,1,8,1,,147,176.0,183.0,161.5,17,14,45,RobiBr01
46,Jordan Love,GNB,QB,25,14,14,304,486,3368,25,11,43,234,5.44,2,0,0,0,,0,8,2,2,,2,248,248.1,267.1,259.1,14,7,46,LoveJo03
47,Tony Pollard,DAL,RB,26,14,14,0,0,0,0,0,207,848,4.10,5,61,51,290,5.69,0,3,1,5,1,,144,194.8,201.8,169.3,14,16,47,PollTo00
48,Josh Jacobs,LVR,RB,25,13,13,0,0,0,0,0,233,805,3.45,6,54,37,296,8.00,0,3,1,6,,,144,181.1,188.1,162.6,14,15,48,JacoJo01
49,Kenneth Walker III,SEA,RB,23,12,12,0,0,0,0,0,176,720,4.09,7,31,24,232,9.67,1,0,0,8,,,143,167.2,173.2,155.2,14,17,49,WalkKe00
50,Cole Kmet,CHI,TE,24,14,14,0,0,0,0,0,3,2,0.67,0,81,66,571,8.65,6,1,0,6,,,93,159.3,162.3,126.3,14,6,50,KmetCo00
51,Taysom Hill,NOR,TE,33,13,6,5,9,72,1,0,71,347,4.89,4,34,27,233,8.63,1,1,1,5,,,93,119.9,126.9,106.4,14,7,51,HillTa00
52,Jayden Reed,GNB,WR,23,14,11,0,0,0,0,0,11,119,10.82,2,82,54,592,10.96,6,2,0,8,1,,121,175.1,181.1,148.1,13,22,52,ReedJa03
53,Jaylen Waddle,MIA,WR,25,13,13,0,0,0,0,0,2,10,5.00,0,100,71,964,13.58,4,0,0,4,,,121,192.4,195.4,156.9,13,21,53,WaddJa00
54,Jake Ferguson,DAL,TE,24,14,13,0,0,0,0,0,0,0,,0,82,57,614,10.77,5,0,0,5,,,91,148.4,151.4,119.9,13,8,54,FergJa00
55,Mark Andrews,BAL,TE,28,10,9,0,0,0,0,0,1,0,0.00,0,61,45,544,12.09,6,1,0,6,,,90,135.4,138.4,112.9,12,9,55,AndrMa00
56,Sam Howell,WAS,QB,23,14,14,346,535,3568,19,15,43,265,6.16,5,0,0,0,,0,4,2,5,1,1,245,245.2,268.2,260.2,11,8,56,HoweSa00
57,Isiah Pacheco,KAN,RB,24,12,11,0,0,0,0,0,176,779,4.43,6,38,33,209,6.33,1,0,0,7,,,141,173.8,179.8,157.3,11,18,57,PachIs00
58,Jakobi Meyers,LVR,WR,27,13,13,2,3,12,1,0,3,19,6.33,1,86,59,648,10.98,7,0,0,8,,,119,178.2,181.2,148.7,11,23,58,MeyeJa01
59,Zack Moss,IND,RB,26,13,8,0,0,0,0,0,177,764,4.32,5,37,27,192,7.11,2,0,0,7,1,,140,166.6,172.6,153.1,10,19,59,MossZa00
60,Tank Dell,HOU,WR,24,11,8,0,0,0,0,0,11,51,4.64,0,75,47,709,15.09,7,1,0,7,,,118,165.0,168.0,141.5,10,24,60,DellNa00
61,Evan Engram,JAX,TE,29,14,12,0,0,0,0,0,0,0,,0,109,88,729,8.28,3,2,1,3,,,89,176.9,180.9,132.9,10,10,61,EngrEv00
62,Jared Goff,DET,QB,29,14,14,335,499,3727,26,10,29,21,0.72,2,0,0,0,,0,6,4,2,,2,243,243.2,260.2,253.2,9,9,62,GoffJa00
63,D'Andre Swift,PHI,RB,24,14,13,0,0,0,0,0,196,896,4.57,4,48,38,209,5.50,1,3,1,5,,,139,176.5,183.5,157.5,9,20,63,SwifDA00
64,Saquon Barkley,NYG,RB,26,11,11,0,0,0,0,0,194,797,4.11,3,46,33,206,6.24,4,2,2,7,,,138,171.3,179.3,154.8,9,21,64,BarkSa00
65,C.J. Stroud,HOU,QB,22,13,13,275,441,3631,20,5,35,143,4.09,3,1,1,0,0.00,0,8,4,3,1,,242,242.5,257.5,247.0,8,10,65,StroCJ00
66,Breece Hall,NYJ,RB,22,14,13,0,0,0,0,0,153,637,4.16,2,68,53,441,8.32,3,2,0,5,,,138,190.8,196.8,164.3,8,22,66,HallBr03
67,Chris Olave,NOR,WR,23,13,10,0,0,0,0,0,0,0,,0,116,72,918,12.75,4,0,0,4,,,116,187.8,190.8,151.8,8,25,67,OlavCh00
68,Amari Cooper,CLE,WR,29,14,14,0,0,0,0,0,0,0,,0,113,61,985,16.15,3,2,1,3,,,115,175.5,179.5,145.0,7,27,68,CoopAm00
69,Rashee Rice,KAN,WR,23,14,7,0,0,0,0,0,1,-3,-3.00,0,84,68,754,11.09,7,2,1,7,,,115,183.1,187.1,149.1,7,26,69,RiceRa01
70,Adam Thielen,CAR,WR,33,14,14,0,0,0,0,0,1,6,6.00,0,120,89,870,9.78,4,2,0,4,1,,114,202.6,205.6,158.1,6,29,70,ThieAd00
71,Calvin Ridley,JAX,WR,29,14,14,0,0,0,0,0,8,35,4.38,0,109,60,781,13.02,5,1,0,5,1,,114,173.6,176.6,143.6,6,28,71,RidlCa00
72,Trey McBride,ARI,TE,24,14,9,0,0,0,0,0,0,0,,0,85,66,712,10.79,2,1,0,2,,,83,149.2,152.2,116.2,5,11,72,McBrTr01
73,Trevor Lawrence,JAX,QB,24,14,14,324,492,3525,18,10,63,300,4.76,4,0,0,0,,0,10,6,4,,1,237,237.0,259.0,247.0,3,11,73,LawrTr00
74,Jerome Ford,CLE,RB,24,14,10,0,0,0,0,0,174,718,4.13,3,55,39,238,6.10,3,1,1,6,1,,132,170.6,177.6,151.1,3,23,74,FordJe00
75,Dalton Schultz,HOU,TE,27,12,6,0,0,0,0,0,0,0,,0,66,44,513,11.66,5,1,1,5,,,79,123.3,127.3,101.3,1,12,75,SchuDa00
76,Justin Herbert,LAC,QB,25,13,13,297,456,3134,20,7,52,228,4.38,3,1,1,10,10.00,0,4,1,3,,1,233,234.2,248.2,240.7,,13,76,HerbJu00
77,Russell Wilson,DEN,QB,35,14,14,272,410,2832,24,8,76,321,4.22,3,0,0,0,,0,8,5,3,,,233,233.4,252.4,241.4,,12,77,WilsRu00
78,Baker Mayfield,TAM,QB,28,14,14,296,466,3315,24,8,51,152,2.98,1,0,0,0,,0,8,3,1,,2,232,231.8,248.8,239.8,,15,78,MayfBa00
79,Tua Tagovailoa,MIA,QB,25,14,14,325,458,3921,25,10,30,55,1.83,0,0,0,0,,0,12,5,0,,,232,232.3,250.3,242.3,,14,,TagoTu00
80,Matthew Stafford,LAR,QB,35,13,13,278,453,3320,21,9,19,70,3.68,0,0,0,0,,0,0,0,0,1,1,210,209.8,221.8,218.8,,16,,StafMa00
81,Joshua Dobbs,2TM,QB,28,13,12,262,417,2464,13,10,77,421,5.47,6,0,0,0,,0,14,7,6,2,1,201,200.7,223.7,210.7,,17,,DobbJo00
82,Derek Carr,NOR,QB,32,14,14,302,448,3098,16,7,26,35,1.35,0,0,0,0,,0,6,3,0,,1,173,173.4,186.4,180.4,,18,,CarrDe02
83,Justin Fields,CHI,QB,24,10,10,181,295,1976,14,8,96,488,5.08,2,0,0,0,,0,9,4,2,,,172,171.8,189.8,179.8,,19,,FielJu00
84,Geno Smith,SEA,QB,33,12,12,259,402,2918,15,9,30,92,3.07,1,1,1,-2,-2.00,0,3,2,1,,1,172,172.7,186.7,181.2,,20,,SmitGe00
85,Gardner Minshew II,IND,QB,27,14,10,257,406,2739,14,8,27,57,2.11,3,0,0,0,,0,8,5,3,,1,165,165.3,181.3,173.3,,21,,MinsGa00
86,Desmond Ridder,ATL,QB,24,13,12,224,354,2528,10,10,51,193,3.78,5,1,1,-6,-6.00,0,11,6,5,,2,162,162.8,184.8,172.3,,22,,RiddDe00
87,Kirk Cousins,MIN,QB,35,8,8,216,311,2331,18,5,14,25,1.79,0,0,0,0,,0,7,4,0,,,150,149.7,161.7,154.7,,23,,CousKi00
88,Joe Burrow,CIN,QB,27,10,10,244,365,2309,15,6,31,88,2.84,0,0,0,0,,0,2,1,0,,,147,147.2,157.2,153.2,,24,,BurrJo01
89,De'Von Achane,MIA,RB,22,8,2,0,0,0,0,0,72,613,8.51,7,28,21,155,7.38,2,1,1,9,,,129,149.8,156.8,139.3,,24,,AchaDe00
90,Bryce Young,CAR,QB,22,13,13,262,441,2359,9,9,32,210,6.56,0,0,0,0,,0,9,5,0,1,1,127,127.4,147.4,136.4,,25,,YounBr01
91,Zach Wilson,NYJ,QB,24,12,11,221,368,2271,8,7,36,211,5.86,0,0,0,0,,0,11,7,0,1,1,120,119.9,139.9,126.9,,26,,WilsZa00
92,Austin Ekeler,LAC,RB,28,11,11,0,0,0,0,0,141,506,3.59,5,60,40,373,9.33,1,3,3,6,,,118,157.9,166.9,137.9,,25,,EkelAu00
93,Chuba Hubbard,CAR,RB,24,14,9,0,0,0,0,0,188,731,3.89,4,36,32,190,5.94,0,1,0,4,,,116,148.1,154.1,132.1,,26,,HubbCh01
94,Jaylen Warren,PIT,RB,25,14,0,0,0,0,0,0,119,652,5.48,3,59,47,300,6.38,0,2,1,3,,,111,158.2,165.2,134.7,,27,,WarrJa01
95,Kenny Pickett,PIT,QB,25,12,12,201,324,2070,6,4,42,54,1.29,1,0,0,0,,0,2,0,1,,,110,110.2,117.2,114.2,,27,,PickKe00
96,Devin Singletary,HOU,RB,26,14,7,1,1,6,1,0,167,711,4.26,3,31,23,166,7.22,0,0,0,3,,,110,132.9,138.9,121.4,,28,,SingDe00
97,Najee Harris,PIT,RB,25,14,14,0,0,0,0,0,183,723,3.95,4,33,24,149,6.21,0,2,1,4,,,109,133.2,140.2,121.2,,29,,HarrNa00
98,Terry McLaurin,WAS,WR,28,14,14,0,0,0,0,0,0,0,,0,112,66,835,12.65,3,0,0,4,,,108,173.5,176.5,140.5,,30,,McLaTe00
99,Rhamondre Stevenson,NWE,RB,25,12,12,0,0,0,0,0,156,619,3.97,4,51,38,238,6.26,0,1,1,4,,,108,145.7,152.7,126.7,,30,,StevRh00
100,James Conner,ARI,RB,28,10,10,0,0,0,0,0,143,717,5.01,5,23,17,39,2.29,0,0,0,5,,,106,122.6,125.6,114.1,,31,,ConnJa00
101,Mac Jones,NWE,QB,25,11,11,224,345,2120,10,12,26,96,3.69,0,0,0,0,,0,3,2,0,,,106,106.4,123.4,118.4,,28,,JoneMa05
102,Javonte Williams,DEN,RB,23,13,11,0,0,0,0,0,182,677,3.72,1,43,34,173,5.09,2,0,0,3,1,,105,139.0,145.0,122.0,,32,,WillJa10
103,Will Levis,TEN,QB,24,8,8,147,249,1792,8,4,25,57,2.28,1,0,0,0,,0,6,3,1,,1,103,103.4,113.4,107.4,,29,,LeviWi00
104,Garrett Wilson,NYJ,WR,23,14,14,0,1,0,0,0,2,9,4.50,0,138,79,882,11.16,3,2,2,3,,,103,182.1,187.1,142.6,,31,,WilsGa00
105,George Pickens,PIT,WR,22,14,14,0,0,0,0,0,2,15,7.50,0,91,52,814,15.65,3,1,0,3,,,101,152.9,155.9,126.9,,32,,PickGe00
106,Zay Flowers,BAL,WR,23,14,14,0,0,0,0,0,8,56,7.00,1,92,65,680,10.46,3,0,0,4,1,,100,164.6,167.6,132.1,,33,,FlowZa00
107,Romeo Doubs,GNB,WR,23,14,13,0,0,0,0,0,0,0,,0,84,52,567,10.90,7,0,0,7,,,99,150.7,153.7,124.7,,35,,DoubRo00
108,Chris Godwin,TAM,WR,27,14,14,0,1,0,0,0,2,33,16.50,1,108,68,814,11.97,1,0,0,2,1,,99,166.7,169.7,132.7,,36,,GodwCh00
109,Tyler Lockett,SEA,WR,31,14,14,0,0,0,0,0,0,0,,0,102,68,732,10.76,4,0,0,4,1,,99,167.2,170.2,133.2,,34,,LockTy00
110,Alexander Mattison,MIN,RB,25,13,13,0,0,0,0,0,168,660,3.93,0,41,27,174,6.44,3,3,2,3,,,97,124.4,132.4,110.9,,33,,MattAl01
111,Gabriel Davis,BUF,WR,24,14,14,0,0,0,0,0,1,-2,-2.00,0,70,39,595,15.26,6,1,1,6,1,,95,134.3,138.3,114.8,,37,,DaviGa01
112,Ezekiel Elliott,NWE,RB,28,14,2,0,0,0,0,0,145,522,3.60,2,45,36,247,6.86,1,2,1,3,,,93,128.9,135.9,110.9,,34,,ElliEz00
113,Christian Kirk,JAX,WR,27,12,12,1,2,-1,0,0,1,6,6.00,0,85,57,787,13.81,3,2,2,3,,,93,150.3,155.3,121.8,,38,,KirkCh01
114,Cooper Kupp,LAR,WR,30,10,10,0,0,0,0,0,0,0,,0,77,49,658,13.43,4,0,0,4,1,,92,140.8,143.8,116.3,,39,,KuppCo00
115,Drake London,ATL,WR,22,13,13,1,1,22,0,0,0,0,,0,87,58,769,13.26,2,0,0,2,1,,92,149.8,152.8,120.8,,40,,LondDr00
116,Jake Browning,CIN,QB,27,6,4,106,144,1248,7,3,17,77,4.53,2,1,1,-7,-7.00,0,1,0,2,,,91,91.9,97.9,94.4,,30,,BrowJa08
117,Tommy DeVito,NYG,QB,25,7,5,103,160,1032,8,3,35,190,5.43,1,0,0,0,,0,2,1,1,,,90,90.3,100.3,93.3,,31,,DeViTo00
118,Brandin Cooks,DAL,WR,30,13,12,0,0,0,0,0,3,23,7.67,0,63,41,544,13.27,5,1,0,5,1,,89,129.7,132.7,109.2,,41,,CookBr00
119,Tyler Allgeier,ATL,RB,23,14,3,0,0,0,0,0,166,577,3.48,3,18,13,89,6.85,0,0,0,3,1,,87,99.6,102.6,93.1,,35,,AllgTy00
120,Curtis Samuel,WAS,WR,27,13,10,0,0,0,0,0,4,20,5.00,1,77,56,549,9.80,4,0,0,5,,,87,142.9,145.9,114.9,,42,,SamuCu00
121,Deshaun Watson,CLE,QB,28,6,6,105,171,1115,7,4,26,142,5.46,1,0,0,0,,0,5,2,1,3,,87,86.8,98.8,90.8,,32,,WatsDe00
122,AJ Dillon,GNB,RB,25,13,6,0,0,0,0,0,164,574,3.50,1,28,22,223,10.14,0,0,0,1,,,86,107.7,113.7,96.7,,37,,DillAJ00
123,Kareem Hunt,CLE,RB,28,12,2,0,0,0,0,0,118,369,3.13,7,15,12,74,6.17,0,0,0,7,,,86,98.3,101.3,92.3,,36,,HuntKa00
124,Aidan O'Connell,LVR,QB,25,8,7,154,244,1613,8,7,7,11,1.57,1,0,0,0,,0,4,2,1,,,86,85.6,97.6,92.6,,33,,OConAi00
125,Kyler Murray,ARI,QB,26,5,5,105,169,1075,4,4,29,155,5.34,3,0,0,0,,0,5,0,3,,,85,84.5,94.5,88.5,,34,,MurrKy00
126,Jonathan Taylor,IND,RB,24,7,5,0,0,0,0,0,100,414,4.14,4,19,16,137,8.56,1,0,0,5,,,85,101.1,107.1,93.1,,38,,TaylJo02
127,Marquise Brown,ARI,WR,26,14,14,0,0,0,0,0,2,23,11.50,0,101,51,574,11.25,4,0,0,4,,,84,134.7,137.7,109.2,,44,,BrowMa04
128,Justin Jefferson,MIN,WR,24,7,6,0,1,0,0,0,0,0,,0,66,45,682,15.16,3,1,1,3,,,84,129.2,133.2,106.7,,43,,JeffJu00
129,Josh Reynolds,DET,WR,28,14,10,0,0,0,0,0,0,0,,0,51,33,535,16.21,5,1,1,5,,,82,114.5,118.5,98.0,,46,,ReynJo00
130,Rashid Shaheed,NOR,WR,25,12,5,0,0,0,0,0,6,33,5.50,0,59,36,570,15.83,3,1,1,4,,,82,118.3,122.3,100.3,,45,,ShahRa00
131,D'Onta Foreman,CHI,RB,27,9,8,0,0,0,0,0,109,425,3.90,4,16,11,77,7.00,1,1,0,5,,,80,91.2,94.2,85.7,,39,,ForeDO00
132,Hunter Henry,NWE,TE,29,14,10,0,0,0,0,0,0,0,,0,61,42,419,9.98,6,1,0,6,,,78,119.9,122.9,98.9,,13,,HenrHu00
133,Diontae Johnson,PIT,WR,27,10,10,0,0,0,0,0,0,0,,0,73,41,537,13.10,4,0,0,4,,,78,118.7,121.7,98.2,,47,,JohnDi01
134,Josh Downs,IND,WR,22,14,7,0,0,0,0,0,0,0,,0,84,57,631,11.07,2,0,0,2,,,75,132.1,135.1,103.6,,48,,DownJo00
135,Tee Higgins,CIN,WR,24,10,9,0,0,0,0,0,0,0,,0,66,36,497,13.81,4,0,0,4,,,74,109.7,112.7,91.7,,49,,HiggTe00
136,Tyjae Spears,TEN,RB,22,14,0,0,0,0,0,0,82,388,4.73,1,55,40,288,7.20,0,1,0,1,,,74,113.6,119.6,93.6,,40,,SpeaTy00
137,Anthony Richardson,IND,QB,21,4,4,50,84,577,3,1,25,136,5.44,4,0,0,0,,0,3,1,4,,2,73,72.7,80.7,73.7,,35,,RichAn03
138,Christian Watson,GNB,WR,24,9,9,0,0,0,0,0,4,11,2.75,0,53,28,422,15.07,5,0,0,5,,,73,101.3,104.3,87.3,,50,,WatsCh00
139,Jaxon Smith-Njigba,SEA,WR,21,14,3,0,0,0,0,0,0,0,,0,79,53,541,10.21,3,0,0,3,,,72,125.1,128.1,98.6,,51,,SmitJa06
140,Tutu Atwell,LAR,WR,24,13,13,0,0,0,0,0,4,35,8.75,0,63,37,476,12.86,3,0,0,3,,1,71,108.1,111.1,89.6,,52,,AtweTu00
141,Jahan Dotson,WAS,WR,23,14,13,0,0,0,0,0,0,0,,0,75,45,470,10.44,4,0,0,4,,,71,116.0,119.0,93.5,,53,,DotsJa00
142,Kyle Pitts,ATL,TE,23,14,12,0,0,0,0,0,1,-4,-4.00,0,78,47,586,12.47,2,0,0,2,,,70,117.2,120.2,93.7,,14,,PittKy00
143,Tyler Boyd,CIN,WR,29,14,12,0,1,0,0,1,2,11,5.50,0,87,59,575,9.75,2,0,0,2,,,69,127.6,131.6,99.1,,54,,BoydTy00
144,Odell Beckham Jr.,BAL,WR,31,12,5,0,0,0,0,0,0,0,,0,60,32,519,16.22,3,1,1,3,,,68,99.9,103.9,83.9,,55,,BeckOd00
145,Latavius Murray,BUF,RB,33,14,4,0,0,0,0,0,78,300,3.85,4,21,17,119,7.00,0,1,0,4,,,66,82.9,88.9,74.4,,41,,MurrLa00
146,Cade Otton,TAM,TE,24,14,14,0,0,0,0,0,0,0,,0,57,42,408,9.71,4,1,1,4,1,,65,106.8,110.8,85.8,,15,,OttoCa00
147,Noah Brown,HOU,WR,27,8,5,0,0,0,0,0,1,-1,-1.00,0,46,29,521,17.97,2,0,0,2,,,64,93.0,96.0,78.5,,57,,BrowNo00
148,Rico Dowdle,DAL,RB,25,14,0,0,0,0,0,0,78,311,3.99,2,16,14,90,6.43,2,0,0,4,,,64,78.1,81.1,71.1,,43,,DowdRi01
149,Jimmy Garoppolo,LVR,QB,32,6,6,110,168,1205,7,9,20,39,1.95,0,0,0,0,,0,1,0,0,,1,64,64.1,76.1,73.1,,36,,GaroJi00
150,Jerry Jeudy,DEN,WR,24,13,9,0,0,0,0,0,0,0,,0,70,45,581,12.91,1,1,0,1,,,64,109.1,112.1,86.6,,56,,JeudJe00
151,Aaron Jones,GNB,RB,29,8,8,0,0,0,0,0,79,298,3.77,2,34,23,185,8.04,1,2,1,3,,,64,87.3,94.3,75.8,,42,,JoneAa00
152,Kendrick Bourne,NWE,WR,28,8,5,0,0,0,0,0,1,4,4.00,0,55,37,406,10.97,4,1,1,4,,,63,100.0,104.0,81.5,,58,,BourKe00
153,Zach Charbonnet,SEA,RB,22,13,2,0,0,0,0,0,99,428,4.32,1,31,25,146,5.84,0,0,0,1,,,63,88.4,94.4,75.9,,44,,CharZa00
154,Antonio Gibson,WAS,RB,25,13,1,0,0,0,0,0,50,208,4.16,0,49,42,342,8.14,2,4,2,2,,,63,105.0,113.0,84.0,,45,,GibsAn00
