Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,pfr_id
155,Samaje Perine,DEN,RB,28,14,1,0,0,0,0,0,45,219,4.87,1,45,41,389,9.49,0,3,2,1,,,63,103.8,111.8,83.3,,46,,PeriSa00
156,Jaleel McLaughlin,DEN,RB,23,14,2,0,0,0,0,0,58,323,5.57,1,28,24,112,4.67,2,0,0,3,,,62,85.5,91.5,73.5,,47,,McLaJa00
157,Jonnu Smith,ATL,TE,28,14,4,0,1,0,0,0,1,0,0.00,0,57,43,521,12.12,2,1,1,2,,,62,105.1,109.1,83.6,,16,,SmitJo01
158,Keaton Mitchell,BAL,RB,21,8,2,0,0,0,0,0,47,396,8.43,2,11,9,93,10.33,0,0,0,2,,,61,69.9,72.9,65.4,,48,,MitcKe01
159,Dalton Kincaid,BUF,TE,24,13,10,0,0,0,0,0,0,0,,0,74,61,495,8.11,2,1,1,2,,,60,120.5,124.5,90.0,,17,,KincDa00
160,Dameon Pierce,HOU,RB,23,11,7,0,0,0,0,0,134,394,2.94,2,14,11,86,7.82,0,0,0,2,,,60,71.0,74.0,65.5,,49,,PierDa01
161,Dallas Goedert,PHI,TE,28,11,11,0,0,0,0,0,1,1,1.00,0,65,46,470,10.22,2,0,0,2,,,59,105.1,108.1,82.1,,19,,GoedDa00
162,Jerick McKinnon,KAN,RB,31,12,0,1,1,4,1,0,21,60,2.86,1,32,25,192,7.68,4,0,0,5,,,59,84.4,87.4,71.9,,50,,McKiJe00
163,Elijah Moore,CLE,WR,23,14,9,0,0,0,0,0,9,11,1.22,0,94,52,560,10.77,1,2,2,1,,,59,111.1,116.1,85.1,,59,,MoorEl00
164,Josh Palmer,LAC,WR,24,8,4,0,0,0,0,0,0,0,,0,43,27,490,18.15,2,1,1,2,,,59,86.0,90.0,72.5,,60,,PalmJo00
165,Logan Thomas,WAS,TE,32,13,12,0,0,0,0,0,1,2,2.00,0,66,46,431,9.37,3,2,2,3,1,,59,105.3,110.3,82.3,,18,,ThomLo00
166,Ty Chandler,MIN,RB,25,14,1,0,0,0,0,0,72,335,4.65,2,19,16,115,7.19,0,0,0,2,,,57,73.0,79.0,65.0,,51,,ChanTy01
167,Daniel Jones,NYG,QB,26,6,6,108,160,909,2,6,40,206,5.15,1,0,0,0,,0,4,1,1,,,57,57.0,70.0,63.0,,37,,JoneDa05
168,Darius Slayton,NYG,WR,26,14,10,0,0,0,0,0,0,0,,0,63,38,512,13.47,1,0,0,1,,,57,95.2,98.2,76.2,,61,,SlayDa01
169,Nick Westbrook-Ikhine,TEN,WR,26,14,9,0,0,0,0,0,0,0,,0,45,28,370,13.21,3,0,0,3,1,,57,85.0,88.0,71.0,,62,,WestNi00
170,Justice Hill,BAL,RB,26,13,4,0,0,0,0,0,71,313,4.41,3,21,17,85,5.00,0,1,1,3,,,56,72.8,76.8,64.3,,52,,HillJu00
171,K.J. Osborn,MIN,WR,26,13,11,0,0,0,0,0,0,0,,0,64,41,436,10.63,2,1,0,2,,,56,96.6,99.6,76.1,,63,,OsboKJ00
172,Miles Sanders,CAR,RB,26,13,5,0,0,0,0,0,121,401,3.31,1,37,24,137,5.71,0,2,2,1,,,56,79.8,87.8,67.8,,53,,SandMi01
173,Michael Wilson,ARI,WR,23,10,9,0,0,0,0,0,0,0,,0,42,28,435,15.54,2,0,0,2,,,56,83.5,86.5,69.5,,64,,WilsMi02
174,DJ Chark,CAR,WR,27,12,8,0,0,0,0,0,0,0,,0,48,26,363,13.96,3,0,0,3,,,54,80.3,83.3,67.3,,66,,CharDJ00
175,Joshua Kelley,LAC,RB,26,14,3,0,0,0,0,0,102,404,3.96,2,12,8,32,4.00,0,1,1,2,,,54,61.6,65.6,57.6,,54,,KellJo01
176,Rondale Moore,ARI,WR,23,14,6,0,0,0,0,0,24,159,6.63,1,50,31,265,8.55,1,1,0,2,,,54,85.4,91.4,69.9,,65,,MoorRo02
177,Khalil Shakir,BUF,WR,23,14,7,0,0,0,0,0,0,0,,0,32,26,422,16.23,2,1,0,2,,,54,80.2,83.2,67.2,,67,,ShakKh00
178,Dontayvion Wicks,GNB,WR,22,13,4,1,1,14,0,0,1,1,1.00,0,49,31,491,15.84,1,3,1,1,,,54,84.8,88.8,69.3,,68,,WickDo00
179,Tyson Bagent,CHI,QB,23,5,4,94,143,859,3,6,23,109,4.74,2,0,0,0,,0,3,2,2,,,53,53.3,67.3,59.3,,39,,BageTy00
180,Joe Flacco,CLE,QB,38,3,3,77,133,939,7,5,5,-2,-0.40,0,0,0,0,,0,2,1,0,,,53,53.4,62.4,58.4,,38,,FlacJo00
181,Michael Gallup,DAL,WR,27,14,12,0,0,0,0,0,0,0,,0,53,32,414,12.94,2,0,0,2,,,53,85.4,88.4,69.4,,69,,GallMi00
182,Kalif Raymond,DET,WR,29,14,3,0,0,0,0,0,6,67,11.17,0,39,30,399,13.30,1,1,0,1,,,53,82.6,85.6,67.6,,70,,RaymKa00
183,Tyler Conklin,NYJ,TE,28,14,9,0,0,0,0,0,0,0,,0,72,50,524,10.48,0,0,0,0,,,52,102.4,105.4,77.4,,20,,ConkTy00
184,Gerald Everett,LAC,TE,29,12,9,0,0,0,0,0,2,4,2.00,0,52,39,334,8.56,3,3,0,3,,,52,90.8,93.8,71.3,,22,,EverGe00
185,Tyler Higbee,LAR,TE,30,13,13,0,0,0,0,0,0,0,,0,60,38,403,10.61,2,0,0,2,,,52,90.3,93.3,71.3,,21,,HigbTy00
186,Kenneth Gainwell,PHI,RB,24,13,1,0,0,0,0,0,69,256,3.71,2,29,23,130,5.65,0,2,1,2,1,,51,73.6,80.6,62.1,,56,,GainKe00
187,Khalil Herbert,CHI,RB,25,9,6,0,0,0,0,0,82,347,4.23,0,24,15,107,7.13,1,1,1,1,1,,51,66.4,73.4,58.9,,55,,HerbKh00
188,Ryan Tannehill,TEN,QB,35,7,6,98,158,1128,2,6,12,40,3.33,1,0,0,0,,0,3,0,1,,,51,51.1,60.1,57.1,,40,,TannRy00
189,Michael Thomas,NOR,WR,30,10,7,0,0,0,0,0,0,0,,0,64,39,448,11.49,1,0,0,1,,,51,89.8,92.8,70.3,,71,,ThomMi05
190,Nelson Agholor,BAL,WR,30,14,2,0,0,0,0,0,0,0,,0,34,25,314,12.56,3,1,0,3,,,49,74.4,77.4,61.9,,72,,AghoNe00
191,Roschon Johnson,CHI,RB,22,12,0,0,0,0,0,0,60,274,4.57,1,34,28,155,5.54,0,1,0,1,,,49,76.9,82.9,62.9,,57,,JohnRo07
192,Alec Pierce,IND,WR,23,14,14,0,0,0,0,0,0,0,,0,53,28,426,15.21,1,0,0,1,,,49,76.6,79.6,62.6,,74,,PierAl00
193,Wan'Dale Robinson,NYG,WR,22,12,6,0,0,0,0,0,8,63,7.88,0,56,46,369,8.02,1,0,0,1,,,49,95.2,98.2,72.2,,73,,RobiWa01
194,Mitchell Trubisky,PIT,QB,29,5,2,67,107,632,4,5,16,54,3.38,2,0,0,0,,0,1,1,2,,1,49,48.7,57.7,53.7,,41,,TrubMi00
195,Quentin Johnston,LAC,WR,22,14,7,0,0,0,0,0,1,2,2.00,0,51,31,356,11.48,2,0,0,2,,,48,78.8,81.8,63.3,,76,,JohnQu02
196,Darren Waller,NYG,TE,31,9,8,0,0,0,0,0,0,0,,0,57,40,424,10.60,1,0,0,1,,,48,88.4,91.4,68.4,,23,,WallDa01
197,Justin Watson,KAN,WR,27,13,6,0,0,0,0,0,0,0,,0,43,22,381,17.32,2,1,1,2,,,48,70.1,74.1,59.1,,75,,WatsJu01
198,Clyde Edwards-Helaire,KAN,RB,24,13,3,0,0,0,0,0,64,216,3.38,1,17,13,137,10.54,1,0,0,2,,,47,60.3,66.3,53.8,,58,,EdwaCl00
199,Darnell Mooney,CHI,WR,26,14,14,0,0,0,0,0,2,5,2.50,0,57,29,409,14.10,1,0,0,1,,,47,76.4,79.4,61.9,,77,,MoonDa00
200,Emari Demercado,ARI,RB,24,11,2,0,0,0,0,0,56,274,4.89,2,19,13,70,5.38,0,0,0,2,,,46,59.4,62.4,52.9,,59,,DemeEm00
201,KaVontae Turpin,DAL,WR,27,13,0,0,0,0,0,0,9,101,11.22,1,17,11,123,11.18,3,1,0,4,,,46,57.4,63.4,51.9,,78,,TurpKa00
202,Demario Douglas,NWE,WR,23,11,5,0,0,0,0,0,4,29,7.25,0,60,39,443,11.36,0,3,1,0,,,45,84.2,88.2,64.7,,79,,DougDe00
203,Jameson Williams,DET,WR,22,10,8,0,0,0,0,0,2,23,11.50,1,33,17,242,14.24,2,0,0,3,,,45,61.5,64.5,53.0,,80,,WillJa11
204,Royce Freeman,LAR,RB,27,11,0,0,0,0,0,0,73,317,4.34,2,1,0,0,,0,0,0,2,,,44,43.7,46.7,43.7,,60,,FreeRo00
205,Michael Mayer,LVR,TE,22,14,12,0,0,0,0,0,0,0,,0,40,27,304,11.26,2,0,0,2,1,,44,71.4,74.4,57.9,,24,,MayeMi00
206,Donald Parham,LAC,TE,26,13,8,0,0,0,0,0,0,0,,0,35,22,202,9.18,4,0,0,4,,,44,66.2,69.2,55.2,,25,,ParhDo00
207,Marvin Mims,DEN,WR,21,14,5,0,0,0,0,0,8,29,3.63,0,28,18,298,16.56,1,1,1,2,,,43,60.7,64.7,51.7,,81,,MimsMa00
208,Jonathan Mingo,CAR,WR,22,13,12,0,0,0,0,0,0,0,,0,81,40,409,10.23,0,1,0,0,,,41,80.9,83.9,60.9,,83,,MingJo00
209,Tyrod Taylor,NYG,QB,34,8,3,59,91,592,2,0,22,98,4.45,0,0,0,0,,0,2,0,0,,,41,41.5,44.5,41.5,,42,,TaylTy00
210,Robert Woods,HOU,WR,31,12,11,0,0,0,0,0,0,0,,0,65,34,354,10.41,1,0,0,1,,,41,75.4,78.4,58.4,,82,,WoodRo02
211,Noah Gray,KAN,TE,24,14,8,0,0,0,0,0,1,1,1.00,0,31,24,283,11.79,2,0,0,2,,,40,64.4,67.4,52.4,,26,,GrayNo00
212,Isaiah Likely,BAL,TE,23,14,6,0,0,0,0,0,0,0,,0,31,23,282,12.26,2,0,0,2,,,40,63.2,66.2,51.7,,27,,LikeIs00
213,Luke Musgrave,GNB,TE,23,10,9,0,0,0,0,0,0,0,,0,45,33,341,10.33,1,0,0,1,,,40,73.1,76.1,56.6,,28,,MusgLu00
214,Chigoziem Okonkwo,TEN,TE,24,14,9,0,0,0,0,0,2,6,3.00,0,63,43,395,9.19,0,0,0,0,,,40,83.1,86.1,61.6,,29,,OkonCh00
215,Demarcus Robinson,LAR,WR,29,13,1,0,0,0,0,0,1,23,23.00,0,23,14,197,14.07,3,0,0,3,,,40,54.0,57.0,47.0,,85,,RobiDe01
216,Tre Tucker,LVR,WR,22,13,0,0,0,0,0,0,8,61,7.63,0,23,11,220,20.00,2,0,0,2,,,40,51.1,54.1,45.6,,84,,TuckTr00
217,Bailey Zappe,NWE,QB,24,7,3,74,123,719,4,4,8,31,3.88,0,0,0,0,,0,1,0,0,,,40,39.9,46.9,43.9,,43,,ZappBa00
218,Zay Jones,JAX,WR,28,8,6,0,0,0,0,0,0,0,,0,55,28,274,9.79,2,0,0,2,,,39,67.4,70.4,53.4,,86,,JoneZa00
219,Chris Moore,TEN,WR,30,14,4,0,0,0,0,0,2,39,19.50,0,26,17,353,20.76,0,1,0,0,,,39,56.2,59.2,47.7,,87,,MoorCh00
220,Trey Palmer,TAM,WR,22,14,5,0,0,0,0,0,3,22,7.33,0,51,29,249,8.59,2,1,0,2,,,39,68.1,71.1,53.6,,88,,PalmTr00
221,Rashod Bateman,BAL,WR,24,13,9,0,0,0,0,0,1,18,18.00,0,46,27,299,11.07,1,0,0,1,,,38,64.7,67.7,51.2,,89,,BateRa00
222,Pat Freiermuth,PIT,TE,25,9,7,0,0,0,0,0,0,0,,0,41,27,243,9.00,2,0,0,2,1,,38,65.3,68.3,51.8,,30,,FreiPa00
223,Taylor Heinicke,ATL,QB,30,3,2,41,74,498,3,1,9,68,7.56,0,0,0,0,,0,0,0,0,,,37,36.7,40.7,37.7,,44,,HeinTa00
224,Allen Lazard,NYJ,WR,28,13,12,0,0,0,0,0,0,0,,0,48,23,311,13.52,1,0,0,1,,,37,60.1,63.1,48.6,,90,,LazaAl00
225,Jordan Mason,SFO,RB,24,14,0,0,0,0,0,0,32,167,5.22,3,3,2,19,9.50,0,0,0,3,,,37,38.6,41.6,37.6,,61,,MasoJo00
226,Cam Akers,2TM,RB,24,7,1,0,0,0,0,0,60,167,2.78,2,12,11,70,6.36,0,0,0,2,,,36,46.7,49.7,41.2,,62,,AkerCa00
227,Jake Bobo,SEA,WR,25,14,0,0,0,0,0,0,1,3,3.00,1,20,16,175,10.94,2,0,0,3,,,36,51.8,54.8,43.8,,91,,BoboJa00
228,Noah Fant,SEA,TE,26,14,14,0,0,0,0,0,0,0,,0,37,27,355,13.15,0,0,0,0,,,36,62.5,65.5,49.0,,32,,FantNo00
229,Tanner Hudson,CIN,TE,29,9,1,0,0,0,0,0,0,0,,0,39,33,298,9.03,1,0,0,1,,,36,68.8,71.8,52.3,,31,,HudsTa00
230,Adam Trautman,DEN,TE,26,14,10,0,0,0,0,0,0,0,,0,31,20,174,8.70,3,0,0,3,,,35,55.4,58.4,45.4,,33,,TrauAd00
231,Marquez Valdes-Scantling,KAN,WR,29,14,9,0,0,0,0,0,0,0,,0,38,20,312,15.60,1,1,1,1,,,35,55.2,59.2,45.2,,92,,ValdMa00
232,Darrell Henderson,LAR,RB,26,4,4,0,0,0,0,0,46,112,2.43,2,14,10,103,10.30,0,0,0,2,,,34,43.5,49.5,38.5,,63,,HendDa00
233,Isaiah Hodgins,NYG,WR,25,14,8,0,0,0,0,0,0,0,,0,28,17,176,10.35,3,1,1,3,,,34,50.6,54.6,42.1,,94,,HodgIs00
234,Jalin Hyatt,NYG,WR,22,14,5,0,0,0,0,0,0,0,,0,34,19,343,18.05,0,1,0,0,,,34,53.3,56.3,43.8,,93,,HyatJa00
235,Tucker Kraft,GNB,TE,23,14,5,0,0,0,0,0,0,0,,0,25,18,216,12.00,2,0,0,2,,,34,51.6,54.6,42.6,,34,,KrafTu00
236,Kylen Granson,IND,TE,25,12,5,0,0,0,0,0,1,2,2.00,0,39,23,270,11.74,1,0,0,1,,,33,56.2,59.2,44.7,,35,,GranKy00
237,Jauan Jennings,SFO,WR,26,13,2,0,0,0,0,0,0,0,,0,33,19,265,13.95,1,0,0,1,,,33,51.5,54.5,42.0,,97,,JennJa00
238,Skyy Moore,KAN,WR,23,14,8,0,0,0,0,0,3,23,7.67,0,38,21,244,11.62,1,0,0,1,,,33,53.7,56.7,43.2,,95,,MoorSk01
239,Brandon Powell,MIN,WR,28,14,2,0,0,0,0,0,5,17,3.40,0,35,25,269,10.76,1,1,1,1,,,33,57.6,61.6,45.1,,96,,PoweBr00
240,Xavier Gipson,NYJ,WR,22,14,1,0,0,0,0,0,6,44,7.33,1,24,15,191,12.73,0,4,2,2,,,32,46.5,51.5,39.0,,100,,GipsXa00
241,JuJu Smith-Schuster,NWE,WR,27,11,7,0,0,0,0,0,0,0,,0,47,29,260,8.97,1,0,0,1,,,32,61.0,64.0,46.5,,99,,SmitJu00
242,Cedrick Wilson Jr.,MIA,WR,28,12,1,0,0,0,0,0,0,0,,0,26,16,203,12.69,2,0,0,2,,,32,48.3,51.3,40.3,,98,,WilsCe01
243,Mo Alie-Cox,IND,TE,30,14,5,0,0,0,0,0,0,0,,0,14,9,125,13.89,3,0,0,3,,,31,39.5,42.5,35.0,,37,,AlieMo00
244,Juwan Johnson,NOR,TE,27,10,8,0,0,0,0,0,0,0,,0,37,22,190,8.64,2,0,0,2,,,31,53.0,56.0,42.0,,36,,JohnJu02
245,DeVante Parker,NWE,WR,30,10,10,0,0,0,0,0,0,0,,0,44,27,308,11.41,0,0,0,0,,,31,57.8,60.8,44.3,,102,,ParkDe01
246,Mike Williams,LAC,WR,29,3,3,0,0,0,0,0,1,3,3.00,0,26,19,249,13.11,1,0,0,1,,,31,50.2,53.2,40.7,,101,,WillMi07
247,Matt Breida,NYG,RB,28,14,4,0,0,0,0,0,55,151,2.75,1,20,16,85,5.31,0,1,0,1,,,30,45.6,48.6,37.6,,64,,BreiMa00
248,Trenton Irwin,CIN,WR,28,13,4,0,0,0,0,0,0,0,,0,24,18,241,13.39,1,2,0,1,,,30,48.1,51.1,39.1,,104,,IrwiTr00
249,Brandon Johnson,DEN,WR,25,10,2,0,0,0,0,0,0,0,,0,14,8,122,15.25,3,0,0,3,,,30,38.2,41.2,34.2,,103,,JohnBr23
250,Tommy Tremble,CAR,TE,23,13,5,0,0,0,0,0,0,0,,0,21,16,118,7.38,3,0,0,3,,,30,45.8,48.8,37.8,,38,,TremTo00
251,Braxton Berrios,MIA,WR,28,13,1,0,0,0,0,0,1,11,11.00,0,29,23,219,9.52,1,1,0,1,,,29,52.0,55.0,40.5,,105,,BerrBr00
252,Chase Brown,CIN,RB,23,9,0,0,0,0,0,0,26,115,4.42,0,9,9,115,12.78,1,1,0,1,,,29,38.0,44.0,33.5,,65,,BrowCh10
253,Drew Lock,SEA,QB,27,4,2,48,76,543,3,3,5,14,2.80,0,0,0,0,,0,0,0,0,,,29,29.1,35.1,32.1,,45,,LockDr00
254,Calvin Austin,PIT,WR,24,14,1,0,0,0,0,0,9,42,4.67,0,28,17,180,10.59,1,1,0,1,,,28,45.2,48.2,36.7,,106,,AustCa00
255,Jimmy Graham,NOR,TE,37,10,1,0,0,0,0,0,0,0,,0,7,6,39,6.50,4,0,0,4,,,28,33.9,33.9,30.9,,39,,GrahJi00
256,Pierre Strong,CLE,RB,25,14,0,0,0,0,0,0,40,175,4.38,1,6,5,47,9.40,0,0,0,1,,,28,33.2,36.2,30.7,,66,,StroPi00
257,Salvon Ahmed,MIA,RB,25,8,0,0,0,0,0,0,22,61,2.77,1,23,16,88,5.50,1,0,0,2,,,27,42.9,42.9,34.9,,67,,AhmeSa01
258,Andrew Ogletree,IND,TE,25,11,8,0,0,0,0,0,0,0,,0,21,9,147,16.33,2,0,0,2,,,27,35.7,38.7,31.2,,40,,OgleAn00
259,Kadarius Toney,KAN,WR,24,13,2,0,1,0,0,0,11,31,2.82,0,38,27,169,6.26,1,1,0,1,,,26,53.0,56.0,39.5,,108,,ToneKa00
260,Olamide Zaccheaus,PHI,WR,26,14,1,0,0,0,0,0,0,0,,0,15,8,144,18.00,2,0,0,2,,,26,34.4,37.4,30.4,,107,,ZaccOl01
261,Dalvin Cook,NYJ,RB,28,14,1,0,0,0,0,0,67,214,3.19,0,20,15,78,5.20,0,2,2,0,,,25,40.2,45.2,32.7,,68,,CookDa01
262,Zach Ertz,ARI,TE,33,7,7,0,0,0,0,0,0,0,,0,43,27,187,6.93,1,0,0,1,,,25,51.7,54.7,38.2,,42,,ErtzZa00
263,Mike Gesicki,NWE,TE,28,14,7,0,0,0,0,0,0,0,,0,34,22,189,8.59,1,0,0,1,,,25,46.9,49.9,35.9,,41,,GesiMi00
264,Mack Hollins,ATL,WR,30,10,3,0,0,0,0,0,0,0,,0,30,18,251,13.94,0,0,0,0,,,25,43.1,46.1,34.1,,109,,HollMa00
265,D'Ernest Johnson,JAX,RB,27,14,0,0,0,0,0,0,36,107,2.97,0,12,10,140,14.00,0,0,0,0,,,25,34.7,40.7,29.7,,71,,JohnDE04
266,Tony Jones,2TM,RB,26,7,1,0,0,0,0,0,26,95,3.65,2,10,7,37,5.29,0,0,0,2,,,25,32.2,32.2,28.7,,69,,JoneTo04
267,Craig Reynolds,DET,RB,27,14,0,0,0,0,0,0,41,179,4.37,1,5,5,47,9.40,0,2,2,1,,,25,29.6,34.6,27.1,,72,,ReynCr00
268,Jamaal Williams,NOR,RB,28,10,3,0,0,0,0,0,71,214,3.01,0,12,10,36,3.60,0,1,0,0,,,25,35.0,38.0,30.0,,70,,WillJa06
269,Pharaoh Brown,NWE,TE,29,14,8,0,0,0,0,0,0,0,,0,9,9,178,19.78,1,0,0,1,,,24,32.8,35.8,28.3,,45,,BrowPh01
270,Andy Dalton,CAR,QB,36,3,1,34,58,361,2,0,3,12,4.00,0,0,0,0,,0,0,0,0,,,24,23.6,26.6,23.6,,46,,DaltAn00
271,Hayden Hurst,CAR,TE,30,9,8,0,0,0,0,0,0,0,,0,32,18,184,10.22,1,0,0,1,,,24,42.4,45.4,33.4,,43,,HursHa00
272,Colby Parkinson,SEA,TE,24,14,1,0,0,0,0,0,0,0,,0,23,17,184,10.82,1,0,0,1,,,24,41.4,44.4,32.9,,44,,ParkCo02
273,Hunter Renfrow,LVR,WR,28,14,3,0,0,0,0,0,0,0,,0,36,25,255,10.20,0,1,1,0,,,24,48.5,52.5,36.0,,112,,RenfHu00
274,Allen Robinson,PIT,WR,30,14,14,0,0,0,0,0,0,0,,0,44,30,244,8.13,0,0,0,0,,,24,54.4,57.4,39.4,,110,,RobiAl02
275,Jalen Tolbert,DAL,WR,24,14,5,0,0,0,0,0,0,0,,0,30,17,200,11.76,1,1,1,1,,,24,41.0,45.0,32.5,,111,,TolbJa00
276,Dyami Brown,WAS,WR,24,14,1,0,0,0,0,0,1,0,0.00,0,23,12,168,14.00,1,0,0,1,,,23,34.8,37.8,28.8,,113,,BrowDy00
277,Harrison Bryant,CLE,TE,25,14,8,0,0,0,0,0,5,8,1.60,0,16,10,61,6.10,3,1,1,3,,,23,32.9,33.9,27.9,,48,,BryaHa00
278,Darrynton Evans,2TM,RB,25,7,0,0,0,0,0,0,32,121,3.78,1,12,7,49,7.00,0,0,0,1,,,23,30.0,33.0,26.5,,73,,EvanDa02
279,KhaDarel Hodge,ATL,WR,28,14,3,0,0,0,0,0,1,0,0.00,0,19,13,227,17.46,0,1,0,0,,,23,35.7,38.7,29.2,,114,,HodgKh00
280,Brevin Jordan,HOU,TE,23,11,3,0,0,0,0,0,0,0,,0,16,13,173,13.31,1,0,0,1,,,23,36.3,39.3,29.8,,46,,JordBr00
281,Josh Oliver,MIN,TE,26,14,11,0,0,0,0,0,0,0,,0,21,18,132,7.33,2,1,1,2,,,23,41.2,45.2,32.2,,47,,OlivJo00
282,Cordarrelle Patterson,ATL,RB,32,11,0,0,0,0,0,0,38,135,3.55,0,10,7,31,4.43,1,1,0,1,,,23,29.6,32.6,26.1,,74,,PattCo00
283,Durham Smythe,MIA,TE,28,13,12,0,0,0,0,0,0,0,,0,32,24,226,9.42,0,0,0,0,,,23,46.6,49.6,34.6,,49,,SmytDu00
284,Easton Stick,LAC,QB,28,2,1,36,56,436,3,1,2,11,5.50,0,0,0,0,,0,4,3,0,,,23,22.5,29.5,23.5,,47,,SticEa00
285,Ty Johnson,BUF,RB,26,8,0,0,0,0,0,0,24,105,4.38,0,6,6,53,8.83,1,1,0,1,,,22,27.8,30.8,24.8,,75,,JohnTy02
286,Kyle Juszczyk,SFO,FB,32,14,13,0,0,0,0,0,5,6,1.20,0,12,10,91,9.10,2,0,0,2,,,22,31.7,31.7,26.7,,76,,JuszKy00
287,Dawson Knox,BUF,TE,27,9,9,0,0,0,0,0,0,0,,0,31,18,138,7.67,1,0,0,1,1,,22,39.8,42.8,30.8,,51,,KnoxDa00
288,Foster Moreau,NOR,TE,26,12,8,0,0,0,0,0,0,0,,0,21,18,164,9.11,1,0,0,1,,,22,40.4,43.4,31.4,,50,,MoreFo00
289,Drew Sample,CIN,TE,27,14,7,0,0,0,0,0,0,0,,0,18,14,97,6.93,2,0,0,2,,,22,35.7,35.7,28.7,,52,,SampDr00
290,Zamir White,LVR,RB,24,14,1,0,0,0,0,0,37,123,3.32,1,10,9,54,6.00,0,1,1,1,,,22,30.7,34.7,26.2,,77,,WhitZa01
291,Treylon Burks,TEN,WR,23,8,7,0,0,0,0,0,4,21,5.25,0,24,12,185,15.42,0,0,0,0,,,21,32.6,35.6,26.6,,118,,BurkTr00
292,Jamison Crowder,WAS,WR,30,14,0,0,0,0,0,0,0,0,,0,18,15,151,10.07,1,1,0,1,,,21,36.1,39.1,28.6,,117,,CrowJa00
293,Lil'Jordan Humphrey,DEN,WR,25,14,7,0,0,0,0,0,0,0,,0,14,11,93,8.45,2,0,0,2,,,21,32.3,32.3,26.8,,115,,HumpLi01
294,A.T. Perry,NOR,WR,24,7,3,0,0,0,0,0,0,0,,0,12,7,153,21.86,1,0,0,1,,,21,28.3,31.3,24.8,,116,,PerrAT00
295,Jamal Agnew,JAX,WR,28,9,1,0,0,0,0,0,4,-2,-0.50,0,14,11,160,14.55,1,1,1,1,,,20,30.8,34.8,25.3,,122,,AgneJa00
296,Michael Carter,2TM,RB,24,12,0,0,0,0,0,0,19,109,5.74,0,27,22,93,4.23,0,0,0,0,,,20,42.2,45.2,31.2,,78,,CartMi03
297,Greg Dortch,ARI,WR,25,13,1,0,0,0,0,0,1,5,5.00,0,25,13,139,10.69,1,0,0,1,,,20,33.4,36.4,26.9,,119,,DortGr01
298,Deonte Harty,BUF,WR,26,13,1,0,0,0,0,0,4,0,0.00,0,20,14,138,9.86,1,1,0,1,,,20,33.8,36.8,26.8,,123,,HarrDe07
299,Scott Miller,ATL,WR,26,14,0,0,0,0,0,0,0,0,,0,13,8,80,10.00,2,0,0,2,,,20,28.0,28.0,24.0,,120,,MillSc01
300,Nick Mullens,MIN,QB,28,2,1,35,46,386,2,2,6,10,1.67,0,0,0,0,,0,0,0,0,,,20,20.4,25.4,22.4,,48,,MullNi00
301,Dorian Thompson-Robinson,CLE,QB,24,7,3,59,110,434,1,4,13,70,5.38,0,0,0,0,,0,2,0,0,,,20,20.4,27.4,24.4,,49,,ThomDo02
302,P.J. Walker,CLE,QB,28,6,2,54,111,674,1,5,13,30,2.31,0,0,0,0,,0,4,2,0,,,20,20.0,30.0,25.0,,50,,WalkPh00
303,Parker Washington,JAX,WR,21,6,1,0,0,0,0,0,0,0,,0,15,12,100,8.33,2,2,1,2,,,20,32.0,36.0,26.0,,121,,WashPa01
304,Nick Chubb,CLE,RB,28,2,2,0,0,0,0,0,28,170,6.07,0,4,4,21,5.25,0,0,0,0,,,19,23.1,26.1,21.1,,80,,ChubNi00
305,Kendre Miller,NOR,RB,21,7,0,0,0,0,0,0,28,83,2.96,0,10,9,111,12.33,0,0,0,0,,,19,28.4,31.4,23.9,,79,,MillKe01
306,Ameer Abdullah,LVR,RB,30,14,0,0,0,0,0,0,12,74,6.17,0,21,16,105,6.56,0,0,0,0,,,18,33.9,36.9,25.9,,81,,AbduAm00
307,Luke Schoonmaker,DAL,TE,25,14,0,0,0,0,0,0,0,0,,0,14,7,61,8.71,2,0,0,2,,,18,25.1,25.1,21.6,,53,,SchoLu00
308,Deven Thompkins,TAM,WR,24,14,1,0,0,0,0,0,8,56,7.00,0,22,15,82,5.47,1,3,1,1,,,18,32.8,33.8,25.3,,124,,ThomDe07
309,Robbie Chosen,MIA,WR,30,6,0,0,0,0,0,0,0,0,,0,4,3,107,35.67,1,0,0,1,,,17,19.7,22.7,18.2,,127,,AndeRo04
310,Daniel Bellinger,NYG,TE,23,14,12,0,0,0,0,0,0,0,,0,19,17,173,10.18,0,0,0,0,,,17,34.3,37.3,25.8,,54,,BellDa00
311,Tank Bigsby,JAX,RB,22,14,0,0,0,0,0,0,37,84,2.27,2,4,1,6,6.00,0,2,2,2,,,17,18.0,20.0,17.5,,83,,BigsTa00
312,Damien Harris,BUF,RB,26,6,0,0,0,0,0,0,23,94,4.09,1,2,2,16,8.00,0,0,0,1,,,17,19.0,19.0,18.0,,84,,HarrDa06
